Equation,Answer
64 $ 70 * -66 * 24 / -65,46057.846154
-17 * -98 - 82 - 77 % 36,1579
58 * 20 - 79 - -62 - 80,1063
91 & 70 - -87 + 25 * -87,-0.022547
8 - 0 * -7 / -19 * 89,8
13 - -55 & -87 - -48 / 40,-0.396270
-98 * -42 / -95 & 57 / 11,-4.180609
-6 % 29 % -5 / -86 % -8,-7.976744
12 + -94 % 52 / 63 / -7,11.977324
-59 * -26 - 98 + 52 + 78,1566
2 + 47 $ -36 * -74 * -15,32567400
89 / 23 * -79 - -53 / 1,-252.695652
78 / 20 % 72 & -32 % -62,-0.060937
-33 * 92 * 67 $ -26 - 7,-33
-72 + 31 * -94 / 80 % 25,-58.425000
-44 * -76 $ -59 $ -35 / -30,inf
69 - -67 & -72 $ 74 - -69,-13.600000
-37 % 32 + 94 & -59 / 67,-68.703390
-21 - -43 $ 87 + -5 - -23,366
95 / 71 % -74 $ -18 + -93,-111
70 $ 75 - -24 + 16 & 42,2.261905
-45 & -59 % 89 % 38 + 38,-0.330882
-27 * 55 & 58 & 26 $ 95,-0.016844
-58 * 76 & -50 + 82 - 0,-68.875000
13 $ -2 * -69 % -93 - -87,231
-82 - 8 $ 90 % 61 $ -30,-inf
-47 + -20 * 30 + 19 / 86,-646.779070
-8 $ -19 - -27 $ -30 + -28,-58
-98 + 93 % -6 & -54 - 80,0.376866
96 & -91 - 81 & 13 / -66,0.708408
-42 * -35 $ 21 * -66 + 88,88
20 % 84 + 96 $ -50 % 58,8
-70 / 87 $ 7 + -11 * -92,956
76 $ -9 $ 5 / -57 $ 31,0
16 - -56 * 7 - -99 % 99,408
-67 & -11 % -4 - -57 % -81,-0.620370
-53 - -26 * 26 * -54 % -4,-53
67 % 0 & -95 - 57 % 32,nan
-26 + -88 + -2 % 11 / 58,-113.844828
13 % 35 - 71 / 5 + -32,-33.200000
41 - -79 + 5 & -11 & 67,-0.042402
70 $ 75 / -8 + 14 / 65,0.215385
-63 / -75 - 54 $ -78 $ 80,0
-88 + 73 + -45 / 53 - 55,-70.849057
-48 - -91 & -91 * 11 % 27,0.860000
-91 & -46 + 48 % 46 / 85,0.989637
67 + -25 + 67 $ -90 & -20,0
92 / -8 & 13 - 68 $ 5,inf
-5 - -22 / -11 & -40 / -12,-1.050000
-49 % 28 - -82 + -71 % -3,87
38 * 67 & 64 - -44 / -79,20.065243
39 / -27 & -4 + 34 $ 55,-0.006566
63 + 83 * -60 $ -55 / 65,-0.846154
29 - 6 & 5 % 24 / 11,25.300000
-54 + -38 / -63 & 40 $ -1,-inf
64 * 94 - 32 * 67 + -6,3866
-43 + 37 / -11 % -21 / -11,-42.694215
-97 * -7 $ 70 - 56 / -57,70.982456
-65 / -1 $ -87 + -82 % 6,89
-19 % -52 / 69 & 61 + 29,-0.001530
-32 + 39 - 2 & 26 + -92,-0.037879
-69 + -14 & 0 & -71 + 60,inf
23 - 71 - -62 & -37 + -95,-0.053030
34 * 19 & 97 - -60 + 20,1.824859
-18 / -20 / -67 & 86 $ -20,-inf
59 + 21 + -17 - 5 + 44,102
-74 * -45 + -93 + 7 $ 10,10
37 + 44 * -35 + -69 $ 80,0
51 - -59 / -19 * 48 / 92,49.379863
9 + 36 + -39 % -92 - -72,78
7 & -87 $ -26 & -97 * 14,0.000050
78 & -98 - 17 & -85 & -90,-0.000011
75 $ 69 / -22 / 8 / -80,0.004901
89 / 38 % 39 $ -78 * -59,9042930
26 - 32 / 71 - -88 $ -37,0
-99 * -41 + -18 $ 33 - -98,131
13 $ 27 + 63 & 74 $ -98,0.734694
-2 * 38 % 65 + -35 * 33,-1101
62 $ -9 & 36 / -69 $ -9,0
-66 + 64 % 3 + -14 / -95,-64.852632
59 & -47 - 55 + -27 % -51,-0.228682
49 % -48 % 14 $ 55 / 43,1.279070
-38 - 70 - 89 $ 43 - -9,9
27 - 80 / 28 & -52 $ -36,-0.335317
94 - -78 * 80 + 64 $ -35,0
-17 & 90 % -95 * 49 - -39,0.041262
-24 / 16 - 40 & 2 % 17,-10.375000
-45 - -16 $ -73 / 31 * 76,-1252.774194
21 & 79 / -12 * 78 $ 6,-inf
-8 & 31 - -42 - -69 + -79,-0.063492
97 * -35 * -91 % -93 & 44,-0.011364
94 $ 39 - -68 $ 2 - -85,87
39 & 68 + -4 / 47 + 31,0.197139
17 / 44 / -65 & -7 - -98,-0.000033
-92 & 12 & 97 % -5 / -75,-47.916667
3 / -91 % -72 * -15 & -10,-0.024725
23 $ 61 * -6 & 55 * 16,3.119318
-73 + 12 % 45 & -89 * -84,-0.004080
72 % 30 * -63 & 22 % -47,15.120000
-41 % -86 - 48 $ 52 * 87,-226200
95 & 69 * -8 * -62 / -27,-0.037474
30 & -18 % 29 + -8 & 68,0.036765
-37 % -54 + -80 - 73 + 19,-171
0 & -28 & -21 / 17 & -92,0
-21 & 41 $ -20 / 0 + -66,0
42 / -99 & -47 & -46 / -23,0.001128
16 + 9 / 55 + 57 + -93,-19.836364
72 $ -23 + 75 $ 1 / 85,0.011765
72 - 77 * 51 - 10 - -31,-3834
51 + -43 % 75 / -63 + -6,44.492063
-77 / -22 & -86 & 37 - -3,-0.000254
-95 + -77 / -52 / 47 $ -10,-10
-16 + -24 $ 82 + 83 % 66,-147
26 - 30 % 11 + 75 + 64,157
44 * -79 & -64 + 86 $ -75,-7.724444
57 / 45 $ -26 + 78 % -2,520
58 / 46 $ 15 / -38 % 48,1809
50 $ -93 & 11 $ 64 % -33,inf
82 $ 88 & -58 $ 19 + 98,0.897959
98 $ -58 $ 86 $ 98 / 28,0
34 & -17 $ 93 - 49 * -61,0.006735
-70 % 71 - -31 + -16 / 3,26.666667
-55 / -9 * 30 + 0 / -9,183.333333
-6 / -72 / 85 & 0 % 9,inf
41 % 52 & 18 * -45 & -70,0.000181
-36 % 28 * -14 + -20 + 36,-264
75 * -55 - -58 * 73 * 38,156767
81 & -83 $ 7 - 55 + -11,-0.613636
62 - -58 + -77 $ -81 % -32,0
-29 & 52 % -62 $ 3 + 66,-0.219697
-58 / 8 / -88 $ -99 * 92,1006907616
37 % -34 * -29 / -47 - -43,23.872340
85 % 78 - 54 + 61 - 0,14
-54 - -19 + -24 % -90 & 86,-0.343023
-62 % 70 % -8 $ 34 $ -18,0
-1 $ 47 / -17 + 31 * 63,1944.705882
39 + 73 & -66 * -33 * -10,-0.002571
8 $ -3 - -3 + -3 % 4,4
94 + -41 * 26 * 37 $ 19,0
-63 - 18 % 6 * -33 % -90,-63
27 * 15 + -5 + 42 % 48,442
-80 + -53 $ -15 - 1 / 11,-15.090909
-4 - 99 - -87 & 61 % -18,0.727273
-66 * -41 + -95 / -23 + -69,2641.130435
-44 - 79 * 6 $ 76 + 56,56
-5 / -10 % -54 - 47 * 72,-3437.500000
87 - 60 / -53 + -6 + -3,79.132075
25 + 60 + 34 * 4 & -10,-11.050000
84 - 24 / -55 $ 6 * -20,120
47 / 23 - 38 $ -32 & 17,-0.941176
80 & -44 * 7 % -58 + -3,-1.904762
16 + 44 $ 42 * -8 & 87,9.655172
-57 % 15 % 14 / 75 & -20,-0.001000
-39 $ 67 & 46 + 6 $ 0,-inf
-51 % 73 / 86 % -97 / -19,5.091799
4 / 0 * 34 % 79 % 44,nan
39 / -82 % 72 / 55 $ 78,4680
-27 / -51 / 76 $ 89 + -92,1137061
63 / 16 & -51 % -82 / -54,2.084559
72 $ 50 & -58 + 33 $ -72,-0.115741
-79 $ -2 & -6 & 17 % -38,-0.003968
69 $ -16 % 83 & -65 + -41,-0.316038
-24 % -4 + -77 & -28 % 10,-19.250000
-68 % 80 & -22 - 81 + -21,-0.048387
-35 $ -93 - -88 * 50 $ -65,0
-90 * -76 % 60 - 39 & 36,-0.541667
-7 & -4 / 70 $ 96 * 14,0.000000
-25 $ 61 * 47 - -34 * 58,-324866
25 / -96 - -2 / -13 * -54,8.047276
22 - -76 & 84 * -79 + -73,-0.007304
-29 % -28 - -55 - 92 & 96,-0.197917
-83 + 97 - -19 $ 20 * -5,300
-94 * -12 - 19 / -4 $ -8,0
52 & 65 & 52 & -59 $ 65,-0.000030
-99 & -6 + -44 $ -96 * -97,0.000029
26 - -36 / -53 / 79 - 84,-58.008598
-47 % 95 $ 39 % 27 % -17,0
-8 + 54 * -4 / -1 - 83,125
-76 * -87 $ -5 * 88 % -7,0
-43 & -88 - -98 - 57 & -22,-0.010397
-10 * 12 * -30 % -50 * 42,0
-85 + -56 % 41 - -82 % 11,-65
15 / 68 & -97 & 56 % 10,-0.000095
14 / 67 * -87 $ 43 / -26,-1.653846
0 * -19 $ -11 - 71 / 2,-inf
0 - -86 / 82 + 77 % -84,-5.951220
24 + 88 % -16 + -7 + -84,-75
-84 & 42 * 38 % 43 * -55,0.152727
-44 % -80 * 90 + 71 / 62,-3958.854839
-65 & 67 * -77 - 10 / 84,0.006300
-90 + 53 - 56 * -49 * -54,-148213
11 & 9 & -96 & 31 * -61,0.000001
36 - -35 + 60 / 48 * -91,-42.750000
-80 - 74 / 60 - 94 & 69,-1.269807
-85 & 75 / -30 & 24 * 22,0.016098
40 + 81 - -91 - -35 - -94,341
48 & -95 $ -21 * 38 / 76,-2.285714
-46 - 0 * -6 * -66 % 85,-46
40 * 39 / 39 % 26 * 58,812
47 % 73 $ 36 & 89 $ 74,0.243243
12 * -88 + -47 - 97 - 35,-1235
-4 * 93 $ 33 * -5 + -3,-168
78 * -86 / -95 % -14 * 40,-535.578947
12 - -97 + -85 * 41 - -33,-3343
-89 + -47 % -93 - -6 % -59,-130
-5 $ 83 % 1 & -36 + 88,0
0 * -1 - -41 % -8 & 13,0.038462
-30 + -90 + -8 & 10 * -42,0.152381
-9 + -29 / -55 % -10 % -98,-18.472727
-3 + 46 + -4 & -38 $ -48,-0.203125
21 $ 12 + 0 & 67 + -94,-0.222222
71 % 38 - 92 / 70 / 71,32.981489
-13 % -40 / -41 % -84 % -11,-6.682927
-76 + 93 + -51 & -11 / 22,34
97 % -12 % -63 / -32 - 58,-57.656250
2 % 36 + -54 - 3 % -37,-18
67 - -16 % 29 $ 54 - 20,34
-28 * -40 - -79 / -63 + 35,1153.746032
48 * 78 / 45 % -49 / -78,0.189744
2 - 92 $ 44 % -60 % 13,0
29 * -41 % -46 * -85 % -22,-7
-32 / -47 / -23 / 50 / -6,0.000099
34 * -76 % 51 % 27 $ -42,84
-72 % -98 * 29 $ 92 $ -48,-inf
-98 * 79 * -44 % -68 & 36,-0.444444
26 + -87 $ 7 / -97 + 6,5.927835
-21 * -53 * 50 & 81 - -6,319.827586
-2 & 11 + -3 & 3 % -45,0.001488
-73 - 48 & 16 / -3 + -54,1.019663
-19 & -33 % 17 - 10 * -5,-0.186275
14 + -81 - 28 + -68 * -62,4121
-14 $ 13 / 13 $ -85 $ 64,0
-57 + -25 - 28 % -85 $ -6,-6
-87 + 84 * 69 % 18 $ 14,0
7 % -80 % -3 * 35 $ -77,-231
-39 - -84 + 50 / -87 + -1,43.425287
7 & 6 + -56 - 9 + 17,-0.083333
-74 / 16 * -2 $ -68 / 77,0
-1 + 82 $ 84 / -59 - 88,-88
69 $ 52 / 28 % 18 / 37,0.050193
-62 % -66 / 32 * -32 % 5,2
-68 $ -55 - -42 % -66 & -79,0.082278
28 / 22 - 91 & -18 * -93,-0.026800
-85 & -87 & -95 % 8 - 42,-0.005957
69 / -43 + -71 * -6 / 11,37.122622
42 * 49 & 50 $ -57 & 36,0.250731
31 / 5 / 0 & 66 % -73,-inf
-43 / -62 - 58 * 55 * 43,-137169.306452
-14 * 18 - 8 % -16 / 71,-251.887324
18 * -59 - 16 $ 37 + 78,78
-38 + -41 - 17 & -51 - 76,0.377953
61 - 64 / -42 + 72 * 78,5678.523810
10 $ -59 % 12 % -86 / -28,3.035714
37 / 61 + -36 & 48 + 19,-0.264130
76 + 89 - 33 / 82 % -85,249.597561
-50 * -48 / 57 - 33 & -23,-0.197941
8 & -29 $ -71 % 14 - -44,0.090909
-92 + -53 - 92 - 25 $ -24,-24
27 * 78 & 35 % 54 / 8,240.685714
68 * -53 - 58 & 31 - -65,-19.072917
-14 - 53 / 87 * 76 % 94,-60.298851
-93 $ 56 * -40 % 93 % -12,-11
-60 + 16 $ 46 - 16 & 31,-1
77 - 58 / -41 - -50 - -66,194.414634
54 * 34 & -86 * 96 + 29,-0.111584
17 & -63 % 52 - 49 + 94,0.098837
-50 $ -48 / -15 * 45 - 28,-316
-26 * -4 + -40 $ -25 & -8,0
66 $ -14 % 16 / -77 + -58,-58
68 - 4 % -17 / 87 % 1,67.149425
81 % 5 - -24 $ 11 - -11,22
91 * -79 % 30 - -30 - 33,8
-97 & 0 + 13 $ 20 * -16,-0.006315
-55 * -50 - 8 * -88 & 85,20.317647
33 & 33 * 92 & 25 * 46,0.000002
91 & 69 $ -15 - 16 / -38,108.062500
-75 $ 76 * -25 $ 37 $ -90,-inf
-82 - -65 - 0 & -52 $ 5,inf
36 & 50 + -71 / 93 % -4,0.365582
16 + -59 % -47 / 61 + 3,18.803279
70 & 1 + -8 / -84 * -64,-6.869159
-28 & 56 & -87 & -38 $ 49,-0.000015
0 - -85 + 28 * 11 & -48,-4.093750
-73 + 94 & -23 * -83 $ 42,0.250000
-5 $ 60 * -57 - 93 - 65,-2339438
51 $ 20 - -72 $ 15 - -13,28
39 - -42 - 88 & 93 * -95,0.000396
39 - 10 + 62 - -14 & 22,2.386364
-99 $ 16 $ 16 * -56 & -1,inf
37 - -18 - 6 * -75 * -88,-39545
52 % 56 % 58 & 91 % 41,2.888889
-57 + -78 $ 14 / -33 + -68,-68.424242
73 $ 84 % -98 $ -37 % 68,inf
22 & 0 $ -51 $ -11 & 86,inf
92 $ -54 - 59 - -69 - -30,40
-47 % -16 $ -89 / -49 + -1,-1
-18 $ -19 * -59 - 24 $ -62,-62
-12 / 38 % 70 + -3 * 85,-185.315789
-28 % 34 & 3 & 9 + -19,-0.050000
-38 $ -78 + 16 * -4 $ -11,-11
-55 $ -43 % -17 / 54 + 44,43.833333
-84 & 47 - 18 % 9 & 36,-0.012411
35 - -58 / -50 % 46 * 80,-57.800000
23 % 31 % -45 & -99 * -85,-0.001307
54 + -25 / 55 + -55 * 62,-3356.454545
29 % 29 / 45 - 57 / -67,0.850746
10 / -73 * -19 + -68 $ 22,0
-25 & -38 $ -29 + 52 - -54,-0.162338
0 * 9 % -69 / 21 & 38,0
-50 % -2 $ 85 - 0 & -71,-inf
-86 $ 1 + -55 - -36 - 64,-83
-31 - 16 + 32 + -76 % 16,-11
11 + 26 + -27 + 48 * -4,-182
-70 + 11 / -59 / 12 + 38,-32.015537
-28 $ -12 * -26 / -96 % -21,-3.250000
-54 & -26 & 3 $ 15 - -83,0.003286
67 / -6 * -16 $ 3 % -1,0
-89 $ -12 + 51 - -79 $ -62,0
-65 - 82 / -81 * 4 + -88,-148.950617
-83 % -54 & 56 $ 45 & -95,0.001696
90 * 68 % 12 / -57 % 17,0
67 / -67 % 58 / 51 $ -22,418
-28 - -88 & -42 / 5 $ -2,-15
-93 $ 67 * 79 + -35 & -17,8718.911765
-3 % 46 - -98 * 0 + -27,16
17 $ 78 + 68 - -3 & 32,7.203125
-45 $ -23 & 29 / 96 * -64,0.594828
64 + -22 % -25 + 47 % 95,89
-95 - -84 & -72 / -99 $ 33,-0.003623
-95 + -81 & -80 % 19 + 47,-1.419355
-70 % -80 * -93 + 17 % -94,6433
79 * 17 & -67 % 46 - -18,15.616279
99 & 96 / -18 + -66 / 47,-7.346842
60 - 59 % 25 / -21 + -44,16.428571
-8 / 7 $ -43 / -93 * 44,-345.849462
-2 - 62 / -58 + -32 - 59,-91.931034
32 % -79 * 86 & 63 + -53,-202.100000
49 / -23 & 88 $ -3 % 62,-0.018055
67 / 55 % 87 % 32 - 78,-76.781818
-92 / 19 - 60 % 5 $ -2,-2
34 * 55 % -54 % 24 $ 6,12
50 - -39 & 17 / -39 + -63,-0.701496
-33 $ -61 * 69 & 34 $ -54,-4988.444444
86 % 1 % -2 - 80 - -88,8
-34 & 3 / -22 / -43 * -48,111.680556
-16 - 32 * -29 - 40 & -60,-7.266667
-63 + -62 * 50 $ 23 & 37,0
-46 + -59 * 95 & 84 * 4,-8.409226
58 / -38 + 25 - -48 * -9,-408.526316
80 % 56 & -21 + 51 * -97,-0.002415
2 * -39 - 66 & 73 % 92,-0.986301
82 & -27 * 15 - -31 / -90,-0.101149
-28 $ -47 + 71 - 44 & 29,-1.155172
10 - -90 / -88 & -2 / -47,105.482955
-10 $ -80 + 60 + 65 / 21,-576.904762
98 & 70 / -53 * -62 / -61,-36.501613
-21 - 25 & 12 & -98 % 72,-0.020833
-55 % -86 / 15 + 57 - -67,120.333333
-39 % -80 + -32 & 99 / 55,-19.722222
66 * 33 / 28 - -47 * 70,3367.785714
97 / -21 % -31 / -75 % 61,0.061587
87 % -56 % 43 - -47 / 86,18.546512
14 & 38 % -4 - 5 - -83,0.092105
73 $ -29 / -69 * -37 $ 40,inf
-91 / -85 + 5 $ 61 / 39,1.564103
-5 % 30 - -24 % 50 / -16,26.625000
41 + -78 * -12 & 0 & -92,-inf
-87 % -55 $ 94 & 46 * 63,-0.032436
-51 $ -76 $ 38 - 56 / -22,2.545455
-98 $ -62 * 75 & 59 & -76,12.444246
-98 $ -22 - 76 * 43 - -66,-3224
-14 % 48 & 20 / 65 * -47,-1.175532
-48 & 90 / -14 + 93 - 46,-0.591549
71 - 20 + 96 / 94 + -93,-40.978723
-83 + 60 / -92 & -86 & 50,0.004863
-99 $ 71 % -98 $ 35 + 40,5
-48 & -59 / 20 - -20 $ 18,-0.666667
49 % -90 + 33 % 35 + 76,68
84 % -22 $ -60 % -9 + 14,2
-53 & -56 & 8 / -50 + -86,-0.002746
69 % 73 + 3 / -21 % 74,142.857143
-41 - 2 * 38 & 78 & -8,0.046875
86 + 38 + 69 % -99 + -71,23
-7 + 71 + -62 % 50 % -13,63
34 $ 36 / 87 $ -58 / 71,0.816901
38 * 20 + 44 % 22 $ -90,0
0 + -36 + -71 / -22 & -13,1.260490
-36 + -42 - -23 / -91 & -87,0.449728
90 + 36 & 38 / -41 * -24,2.832237
-87 % 45 * -72 & -62 + 77,-7.200000
75 % -34 % 25 + 23 % -19,8
-30 $ 74 * 21 / 78 + 14,14
-61 + 97 / -76 $ -83 - -77,-89
-66 & 84 $ 54 & -64 / -83,-0.396267
-66 + -30 + 36 - 50 - -38,-72
-20 + 4 + 44 % 64 $ 48,96
-58 * -4 / -21 + 57 * -80,-4571.047619
-57 $ 33 * -46 * -94 & 75,-2381053.840000
-10 - 12 / -42 / 60 $ -66,-462
49 $ -70 * 5 / 42 $ 60,inf
29 $ -63 & 46 / 49 * -67,-1.001622
-27 % 23 & -61 - 42 * 94,-0.002370
-90 & -53 $ -71 & -68 & -54,0.000022
-38 + -14 + -95 & -82 + 50,2.296875
-1 * -73 & -57 - -66 + 29,0.960526
48 / -74 + -77 * 11 & 5,-84.764865
-9 % -38 / -72 - 45 & 53,-0.423349
30 + 79 + -6 * -27 % -2,109
-94 * 97 $ -18 & 74 $ 49,-0.183673
-48 / -97 - -61 * -65 % 11,-4.505155
-99 $ -64 - 37 $ -88 % 37,0
-34 / -5 / 92 + 56 / 87,0.717591
1 % 16 * -21 + -34 $ -96,-192
63 % 94 * -47 / -68 & -37,-0.588434
0 + 84 & 28 - 91 - -29,-1.235294
-46 % -19 + -41 / -92 / 1,-7.554348
-30 * 23 + 97 + 55 % -37,-612
-30 / 9 $ 85 / 71 + 39,39
-39 / -95 & -62 + -89 & -98,0.000007
17 * -79 / 67 % 54 % 49,33.955224
92 + 35 - -68 - -66 - 56,205
18 * -54 $ 66 & 54 / 0,0
69 % 53 & 83 & -88 + 78,-0.004819
-30 $ 73 & -17 * 30 + -57,0.128748
15 % 19 - 23 $ -37 * 79,-1069818
72 * 61 + 28 + -68 % -18,4406
-74 * -23 / -64 / -81 + 84,84.328318
35 - 46 & 59 + 52 $ 72,-0.076389
-15 & -5 & -54 - 88 % 10,-0.012097
-46 - -15 $ 88 & 62 * 51,-0.027830
-18 - 52 + -11 / -70 - 59,-128.842857
-77 & -94 & 36 / 6 & 61,0.000280
-54 / -48 % -51 / 83 * 44,-26.439759
52 / 71 * -91 + -29 & 55,-0.869526
98 * -29 * -15 / 32 / 16,83.261719
-60 & -48 + -98 - -59 / 96,0.206348
16 % -78 / 0 - -31 / 68,-inf
6 * -46 - 9 & 77 - 95,7.916667
43 & -3 % 68 * -9 + 94,-0.043788
79 / -87 * 88 $ -1 / -36,0
60 $ 53 + 70 * 54 * 7,26513
73 + 28 * -12 - -60 / 91,-262.340659
-18 + 90 * 71 + 35 - 7,6400
-33 / -90 / 22 % 78 - 54,-53.983333
46 % -61 * 12 - -95 - 23,-108
61 & 57 - -93 - 43 / 44,0.204667
61 / -99 & 50 / 36 * -21,0.010563
-64 $ -98 * 55 & 63 & -10,181.805556
61 / 66 / 25 & 69 - 14,0.000336
54 + -30 % -59 + 41 * -7,-263
40 $ 42 * -37 $ 95 % 37,21
2 % 52 + 67 * 6 $ -28,0
85 % -64 % -19 + -2 + 90,83
-35 $ -54 $ 69 / -13 & 37,-0.071726
-27 & -6 * 25 & 23 $ 77,0.000146
-62 * -54 - 61 $ 3 + 90,93
73 - -7 * -18 - -98 + 79,124
69 % 66 & 29 $ -42 & 38,0.000470
80 / -15 $ -2 & -24 / 88,3.666667
61 * 39 * -10 $ 56 & -62,0
46 + 62 + 34 / 2 + 94,219
-99 $ 97 + -16 % 15 + -99,-85
-65 % 97 $ 98 $ 82 * -74,91020
16 % 78 % 67 & 85 * -45,-0.002092
54 $ -60 + 22 / 34 / -29,59.977688
64 + -85 * 22 $ -89 * 3,-267
-66 % 32 * 18 - 27 * 16,108
75 - -28 / 94 / 63 $ 60,60
-70 + -88 / -85 / 60 + -69,-138.982745
14 & 88 & -48 * 24 % -5,-0.019886
83 $ 61 % -11 / -10 * -64,0
-76 + -28 % 84 - 61 + -85,-166
92 * 17 % 96 % 12 - 10,-6
74 / 91 + -42 * 77 - -14,-3219.186813
55 * -75 % -74 % -23 / -18,0.500000
-17 & 50 / 24 & 31 $ 68,-0.010000
-46 / -9 - 50 + 45 % 14,-41.888889
63 % 12 % 70 * 33 - 30,69
34 & -87 & -69 + -22 + -46,0.000713
59 / -21 - -79 * 62 $ 21,21
-50 + -77 - -34 / 0 + -90,inf
-28 + 0 + 26 $ -76 / -45,0
68 - -30 - -21 * -54 + 92,-944
94 & -90 / -92 + 38 - -77,0.405248
-69 - -9 / -57 % -23 $ -70,-140
41 + 3 - -8 / 83 + 28,72.096386
68 * -58 + -46 - -53 / -83,-3990.638554
9 % 71 & 11 $ 89 / 52,2.629213
-53 $ 0 $ -77 & -79 & -46,-inf
27 $ -72 - 65 - 21 % 95,58
4 * 71 - -14 % -93 * 3,326
46 & 66 * 15 / -99 % -29,-2.300000
30 - 25 % 26 % -55 & -60,-0.500000
29 * -23 % -65 * -18 + -66,240
58 / 59 % -92 * -96 $ -15,0
86 * 3 - 14 & 27 - -93,1.016667
75 / 31 * 55 % -82 + -43,-73.935484
68 / -44 - -84 * -42 * -42,148174.454545
83 $ -74 + 87 * 80 * 70,487200
30 & -6 + 57 & -35 - -2,-0.004456
24 & 57 % -36 - -4 & -54,0.010101
-81 % -58 / -9 * 17 * -70,-3041.111111
76 $ -65 + 97 * 65 - 11,6294
-56 $ -37 & 64 % 78 + -45,-0.973684
-46 $ 35 % -32 / -10 % 31,0
-97 - 52 / 96 - -9 - -44,-44.541667
10 / 25 % 81 & -56 / 83,-0.296429
20 / -61 / 76 % -29 $ 49,-556542
93 % -21 + -19 $ 27 - 9,-9
-27 / -60 % -93 % 31 / -34,-0.013235
51 * 5 $ 34 - 83 % 80,31
-16 + 59 / -49 $ 54 / 63,0
-12 + -11 $ 19 * 29 $ 58,0
-76 % 29 / 0 % 80 & 0,nan
32 - 14 & 37 * -46 - -71,-0.005518
89 % 16 % 36 + 41 % -52,-2
63 + 46 * -60 $ 46 / 29,0
