Equation,Answer
-99 * 26 % 79 / -18 + 45,43.166667
-58 + -18 * 6 + -5 # 0,-171
66 % 97 * 59 $ 21 / 11,1.909091
28 $ -18 / -90 + 78 + 70,148.200000
-92 % -48 - 10 * -1 + -84,-118
-62 $ -58 / 0 $ 82 % 2,0
74 # 19 / -68 / 28 & 97,-0.004161
-33 % 88 - -13 + 99 & 53,1.575472
29 $ 77 - -5 - -39 * -67,-2377
22 # 17 * -69 # 88 + -37,-2744800
3 % 24 & 61 & -38 - 92,-0.000095
39 * -64 $ -98 * 23 / 16,-140.875000
-9 * 90 # -11 $ 83 / -67,0
-3 % 67 $ -47 % -15 - 15,-15
-33 - 32 % -11 + -88 % -96,-120
-80 & -72 * 38 + -96 & -7,-0.001009
27 & -91 * 0 / 81 & -72,inf
-10 # -41 / -46 * -40 - 58,182.869565
-78 $ 17 - 91 * 6 # 20,-11526
75 & -80 # 45 / -33 # 35,0.009440
-10 - -84 $ 10 - -73 / 91,10.802198
-23 - 97 % 0 - 58 + 32,nan
-85 & -11 % -67 & -54 # -99,0.000387
32 - -18 + -17 / -38 $ 4,4
21 + 30 # -67 * 3 % -89,-25
-40 $ 68 % -56 % -86 # -25,-23544
-2 - -81 - -47 # -32 - -3,-1279
-96 & -59 & -85 # -83 % 57,0.007823
3 % -11 % 94 & 71 & 37,0.008184
87 % -78 $ -15 % 9 * -56,-504
-94 # -13 $ -92 / 45 & -55,0
37 - -15 # -78 $ -48 + -79,-127
-89 & 47 & -51 + 14 - -75,-0.012458
-93 + 8 * -91 # 65 % -14,-94
41 + -19 - 14 $ -41 * 89,1663944
-21 * 20 * -57 / 61 / 32,12.264344
-26 # -73 % -93 + -35 & 31,-0.903226
-73 / 40 # 20 - -56 $ 28,28
56 # -94 # -94 & -23 # -80,161.790742
-42 / -60 & -41 # 18 $ -38,-0.009211
-31 $ 60 * 26 $ 82 - 32,-32
99 & 56 / 76 * -27 % -74,-2.488095
-36 $ 88 $ -50 + -35 / -78,-49.551282
-83 # 75 $ 4 / 18 * -13,-2.888889
33 % 42 & -78 % 51 # -88,-0.007015
99 % 94 - 0 % 6 / 70,5
-5 % 82 # -36 $ 10 & 0,nan
-69 $ -46 $ -63 / -48 + 11,11
39 + -85 + 45 & -57 & 12,0.000365
91 $ -36 / 22 * -9 * -33,2430.000000
-58 - -76 # 9 + -69 # 59,-3288
-32 / 93 % -99 % 41 $ -93,186
-10 # -5 # 36 + 3 % -29,1007
66 + 94 + 84 - 28 $ 86,86
-95 % -10 $ 14 * 3 # -69,-1877619
52 + 41 - -49 % 97 - 32,13
-18 * 75 $ -47 - 41 / -44,-46.068182
1 / 67 # -82 / -74 $ 65,1300
93 + 42 / 64 + -81 - -86,98.656250
57 # -87 + -69 # -75 $ 5,0
20 * -70 - 2 + 58 & -99,6.787879
-97 - 44 * 43 # 77 # -16,2217056
30 - 36 / -5 - -68 + 74,179.200000
10 / -60 - 58 & 35 # -36,0.021818
-75 & 27 % -90 / 92 % -37,54.761905
-16 * -59 # -6 * -6 / -24,-1184.500000
72 $ 74 + 63 - 49 # -25,1462
49 % -29 - 46 * 35 * 54,-86949
-13 $ -28 * 61 * 69 # -31,-961502069853.000000
-31 / 53 + 97 * 7 & -27,-12.563242
-50 / -33 + 25 # 43 / 22,57.378788
99 / 70 - 72 # 29 $ 96,0
38 # -8 / 50 # 74 * 5,-1065
-47 + -79 - 28 - -99 - 34,-89
87 # -68 * -92 - 75 & 16,17342.531250
-75 * -17 - -16 # -79 $ -62,0
-64 - -2 / 23 * 69 / 41,-63.853659
58 & 49 % 41 - -73 & -14,-0.012787
35 % 45 - -54 $ 19 + 14,33
-25 + 55 - 69 # 26 + -93,-2004
-55 + 26 & -20 # 76 / -63,-0.696265
-32 % -5 & -72 / -95 * -88,0.014994
-39 * 44 & -83 + -7 % 28,13.838710
-41 * 1 / -97 - 8 # 53,-590.577320
-38 + -79 $ 35 - -52 & -61,-0.426230
-31 % 2 & 15 # 13 & 42,0.000024
-19 $ 41 / 41 % 37 / 12,0
-59 & 81 + 80 - -92 * 17,-0.017101
62 % -51 & 28 $ 3 * -50,-0.026667
21 & 43 * 77 + -32 % 93,0.003114
-89 $ 77 + -83 / -78 + -86,-84.935897
16 $ 81 $ 52 % 49 & 8,0.187500
0 + -45 & 75 & -27 / 21,0.116667
6 # 3 % 9 / -9 % -39,-0.666667
-47 # 10 - 0 # 66 * 40,-8407
23 + 25 + 46 % -68 - -49,75
17 + 40 - -91 + 15 & -14,-5.821429
-92 + 11 + -38 / -28 $ -90,-180
89 / -90 + -58 $ 92 # 22,-78552
-6 + 12 $ 82 & -82 + 69,-44.153846
4 / -57 + 30 $ -72 # 57,532665
92 - -75 / 96 % -65 $ 8,8
-8 $ 38 + 42 / -57 $ -71,-71
-36 / 81 $ 92 - 66 / -37,-19042.216216
72 / 65 + -96 - -36 * 27,877.107692
-72 & 19 / -21 + -85 * 9,0.047003
55 + 74 / 95 - 66 - -20,9.778947
22 # 9 + 18 # -94 - 7,-1716
35 & 52 # -53 + -37 $ -21,-0.833333
-3 % 86 + -23 + -98 % -7,60
30 $ 13 $ 8 % 62 * -83,33864
41 - -93 & 29 % 25 + 29,2.030303
-75 + -59 + 65 + 15 & 33,-0.818182
28 * -92 % 8 / -88 + -17,-17
92 & 95 + 6 + -76 - 14,4.181818
79 / -57 - -78 + -82 / -47,78.358716
80 - 82 & 31 & -29 $ -91,0.000044
35 * -39 + -38 + 84 $ -31,-31
-2 & 92 # 41 $ 27 / -25,-inf
-57 / -41 & 92 & -62 - -13,-0.000077
-4 & 79 # 81 / 99 # -49,0.000587
85 - 52 * -17 - -67 & 5,103.600000
-57 & 55 * -66 $ -67 & 43,0.004946
85 / 62 * 92 & 88 % -56,-2.627688
26 # -32 $ -72 / -19 # 30,0
64 / 86 / 62 % -31 $ 59,-59
0 - 23 $ -52 % 84 + -7,-39
49 - 42 / 91 & -62 # 82,-0.004953
-3 $ 96 & 38 % -60 $ 94,4.085106
33 + 18 # -49 - 36 # -56,1170
74 + -82 & 82 * -35 + 78,0.001433
-76 + 62 / -39 % 14 - -59,-4.589744
38 * 66 + -8 * -18 / -20,2500.800000
-11 * -56 * 77 - -67 $ 99,99
7 % 84 - -96 / 45 $ -21,42
6 # -36 + 39 * 85 / -77,-361.051948
43 # 74 % -78 $ 55 % 82,0
51 % -59 - -71 # -73 % 20,-21
-64 * -20 * -25 / 28 / 37,-30.888031
36 & 90 & -94 % -74 % 25,0.020000
92 / -33 * 9 + 52 % -77,-50.090909
-69 & -16 % -96 * -23 - 37,-0.104230
-53 & -66 / -1 & -68 $ -18,0.011153
-13 - 57 / -92 / -46 $ -65,-325
-93 * -54 * 83 & 32 - -31,3308.142857
-8 $ 38 + 64 # 74 % -61,-193
39 # -3 + -83 & -75 - -72,28.333333
7 # 33 & -9 # 8 / -34,100.508772
15 * 51 / 14 - 95 / -21,59.166667
75 / -65 / -10 / 76 $ -20,263460
-13 / -37 + -29 & -92 - -10,0.174687
84 - 81 + -14 % 89 * -47,-3522
-35 # 50 % 45 / -12 % -98,-2.500000
10 # 21 $ 34 * -29 - -36,2994
26 # -50 + -68 & 81 % -4,248.666667
-99 % -49 + -80 * -64 % 82,35
43 % -65 % -96 & 26 + -99,0.150685
47 + 38 % -50 & -84 + 50,-0.514706
93 $ -82 / 6 & -9 / -69,0
-92 $ 93 # -82 # 78 $ 75,0
50 / 58 + -95 - -82 $ 74,-444
-34 * 35 % 4 $ 17 $ -34,0
70 - -45 # 83 $ -56 - 24,-24
-52 % -53 # -42 / 76 / -16,-1.649671
40 # 69 $ 22 / -85 & 56,0
97 + 27 & -40 % 8 $ 43,0
80 - -76 $ -21 # -58 * -34,7721604
-20 - -45 / 99 + -74 / 29,-22.097179
33 + 66 # 7 $ -38 - 28,-28
-47 & -7 $ 84 - 35 + 26,0.023107
-45 - 61 / -35 & 58 # -13,0.029427
-39 - -16 # -60 - -72 & 70,-5.221429
-5 / -77 & 92 / 35 # -30,-0.000195
-69 / -30 + 60 & -48 & -2,0.162240
-76 + -53 + -12 # 81 % -88,-166
4 # 63 % 54 # 18 $ 23,23
14 + 69 & 23 $ -92 / -58,26.163043
-3 & -72 # -86 - 5 & -25,0.000005
-83 % -5 $ 77 $ -68 % 29,0
-8 $ 67 + -35 - 80 # -57,4080
-41 / 55 & -69 & -6 + -65,-0.000038
-33 - 10 / -69 + 65 + -67,-34.855072
-15 % -51 & -23 - -81 + 45,-0.072816
46 / 8 / -73 + 67 * 3,200.921233
-18 * 19 % -51 / 20 # 58,67.800000
-49 $ -16 $ 22 # -20 # 1,-57180
-35 & 85 - 11 + 60 + 53,-0.093583
-90 & 71 / 20 & 17 * 10,-0.037283
46 * -45 % -89 - -13 - -74,64
-3 + 4 * -66 * 75 # 99,-1979706
31 / -82 / 13 $ 51 & -43,1039.569767
-70 + -41 $ 63 - -79 # -75,-5621
-10 / 65 & 44 - 51 $ 56,0.000172
47 * -81 / 19 * -69 # 20,290393.842105
69 % 54 * 34 * 61 + 60,31170
16 - -33 $ 79 % 24 + 51,58
30 $ 68 % 32 * -93 # 91,38398581
72 % -91 & 13 $ -58 % -62,-0.040948
-28 - 85 / 24 - -36 $ -28,168
-58 * -41 - 99 % -33 / 90,2378
-22 + -23 % 48 / -93 - 70,-92.268817
21 & -79 % 93 / 79 $ 42,0.001055
25 % 60 $ -75 + 33 # -24,-606
84 * -58 # -5 - 26 - -19,19466
8 # -28 & -92 + 93 % -58,1.304348
32 * -5 - -92 - -33 + -21,-56
-57 # 57 - 7 & 5 * -94,3.342553
82 % 13 - 24 # -28 $ -37,0
-18 # -99 $ -1 * 12 % 71,59
-49 & 26 $ 90 / 48 & 16,-0.408333
95 & 38 / -62 + 9 & 51,0.055524
-89 + -66 + 70 * -43 # -17,47954
51 $ -10 # -2 $ 78 + -20,1540
18 * 79 + 86 # -38 & -49,19.122449
-36 + 49 & -64 & -70 % 60,-0.001016
43 * 66 $ 52 * 26 $ 80,80
-2 * -33 $ 85 % 19 + 58,67
63 + -30 # -25 % 58 % 63,70
76 & 87 # 36 & -95 - -67,-0.000204
88 % -55 & 9 * -66 + -73,0.016492
58 + -76 - 74 & -37 % -20,2.705882
17 $ 93 & -62 # -64 & 23,0.001633
57 * 31 & 60 - -74 + 2,6.496324
33 * 45 * -77 % -46 / 53,-0.660377
-23 & 54 * -43 # -88 + 79,-0.000057
34 / 3 * -12 * 24 % 12,0
-88 * 30 $ 18 * -6 * 49,-15876
-57 $ -12 + -37 $ -38 & 2,-9.500000
-73 / 68 / -10 % -44 # -13,487.711765
-44 + 83 & 12 * 54 - -47,0.028058
-43 + 95 / -34 * 0 $ -18,-18
-61 # -65 * -45 + 93 / -23,-166909.043478
11 / 22 # 34 / -44 & -7,0.193994
-32 # -60 - -89 - -14 - 58,1753
5 - -38 & -76 % 36 + -28,5.375000
50 & 61 - -87 + 38 % -16,0.181159
-65 $ -12 + 67 # -70 $ 7,0
-27 $ -30 $ 8 / 34 & -57,0
-75 / 69 * -93 * 19 % 8,0.652174
-38 % 59 # -85 & -65 % 58,-19.794118
93 / 83 / 88 - 78 - -76,-1.987267
45 & 20 * -57 $ -6 # 99,-0.074257
-97 $ 60 $ -39 - 31 + 63,-inf
34 - 6 + -82 * 21 & 0,-inf
-34 # 96 - -47 # -76 + -88,-6395
64 & -92 % 83 + 96 + -99,0.450704
34 $ -92 $ -24 * 56 & 69,68.173913
-2 / -80 % 52 - -28 % -35,28.025000
-52 & -60 + -87 # 42 / -79,1.825778
-2 # 58 / 50 # -99 - 59,-465.760000
60 * 85 & -44 + 33 % -9,-54.255319
6 % -86 - 13 * 20 & -16,10.625000
48 + -30 # 18 % -5 # -82,-117
-43 # -41 $ -81 * -52 - 47,12589
-76 * 56 % 20 - -63 + 46,113
54 # 62 % -85 # 3 & -28,4.625000
88 & -90 $ 63 $ 16 * -64,0
64 $ -56 / 12 # -19 + -51,-24.000000
-28 - -16 / -84 & -83 & -2,-0.042456
16 + 66 / -24 % 16 * -87,-1136.750000
-95 % -75 $ -76 # 86 & -48,21047.625000
76 * 85 / -22 * 45 % 11,8.363636
-2 - -23 $ -67 % -1 % -4,0
-34 + 92 / -9 $ 13 & -5,0
82 & 80 + -2 % -43 & -97,-0.002709
-18 * -72 # 30 # -10 $ -54,-54
30 * -86 / 26 % 0 + 95,nan
-19 $ -80 * 16 & 19 % -84,669.538462
89 - 21 - 9 # -86 / -1,-955
-10 * -6 / -86 $ -10 & -48,1.562500
-81 % -79 # -48 + -58 # 6,-438
-44 $ 81 * 13 % -26 # 69,-11248
-37 * 54 $ -86 * -38 % -19,0
-44 / -80 % -76 # 16 / 21,-58.792857
5 % -24 # 93 - -45 % -49,-1462
0 % 25 - -91 $ -99 / 51,0
63 / 28 % -74 & 73 + -17,-0.640625
-51 * 64 * 8 - 82 - 46,-26240
15 / -5 $ -97 / 97 / -82,0
-2 $ -25 & -34 + 14 & -67,-0.060634
-56 & 83 - 0 $ 77 + -21,-0.500000
70 + 19 / 44 + 95 - 56,109.431818
-54 & -32 - -4 % 0 * -52,nan
84 & 82 / -3 / 53 * -52,1.566135
-51 * 87 - 42 $ 19 & 8,0
90 + 3 / -23 % 47 + -29,107.869565
58 / -70 # 32 / -58 & -86,0.006882
-54 # 57 & 56 # -50 + -64,0.500507
-19 * -73 # 63 - 28 + -11,88918
-48 * -37 # 39 $ -31 + 32,32
-75 % -70 $ -57 $ -96 - 43,-139
-36 $ -29 * 11 & 93 # -89,0.169862
-39 % -98 % 63 $ -4 - 47,-47
-91 # -40 * -9 % 79 % -23,-18
24 & -43 / -87 / 49 % -81,-0.148167
-62 & -39 & -41 / 59 % -51,-0.571920
22 $ -24 # -66 # 22 + -90,44796294
16 + -92 * 64 - -69 + 7,-5796
24 $ 70 # -89 % -44 - 86,-86
-43 % 83 # 34 / 44 - -15,49.136364
-20 / 66 & 36 / -82 * 17,0.020301
-76 # -3 # 36 # -9 * 68,-2938892
-96 / 46 $ -19 $ 44 $ 59,-inf
0 $ -93 $ 49 $ -56 & 98,inf
-63 + 25 # -93 - -25 $ 28,0
-69 - -77 # 63 + 5 / 53,4670.094340
-2 * -3 & 17 & 90 $ 83,0.001063
-45 + 85 + 9 / 74 / 0,inf
-82 $ -80 % 84 / 73 * 11,0
56 $ 42 + -69 / -24 % -72,-27.125000
38 / -46 / 94 + -37 # -53,1764.991212
70 / -45 - 68 - 50 * -65,3180.444444
47 - 37 + 93 $ 52 & 89,0.292135
87 + -27 - 29 * -73 & -22,-49.477273
9 * 80 * 47 # -97 - 59,-3248990
96 - 84 * -74 % -71 % 46,89
10 & 63 / -35 & 94 - -17,-0.012513
88 / -87 % -62 % 30 * -1,-28.988506
-70 # 63 % -55 $ 81 % 24,-81
23 & 60 * -22 # -63 % 63,3.833333
31 # 58 * 7 + 72 * 57,18125
14 * 36 & 44 $ 21 # -20,0.054902
34 - 43 / -46 - -74 + 1,109.934783
-69 & 75 + 11 # 20 # 11,-0.009583
40 * 30 % -10 - 10 - -7,-3
9 - 50 + -40 * -35 - -18,1377
-88 $ 46 * 39 % -79 + -24,-47
79 # 10 + -35 * 43 & -70,4.328571
-83 % -36 - -29 $ 9 - 6,3
-69 + 5 / 63 & 1 % 58,-34.460317
-89 - 83 * 85 $ -52 * -90,0
23 - 33 # -80 & 23 * 64,0.974864
-32 # -73 + 74 - 98 - 75,1986
62 * 99 $ 68 + 60 / -98,67.387755
22 $ -11 + -72 # -84 / -77,-74.337662
75 # 36 # -83 # -97 * 74,1681175586
-10 % 18 + -87 $ 59 % -31,-3
94 + 65 - 33 & 2 - 75,-0.863014
-35 % 90 & 66 % 0 $ -99,nan
-38 % -20 $ 60 * -79 % 42,0
-49 * 82 & -41 & -20 # -46,0.032152
-92 / -48 $ 23 % 3 + -82,-78
-60 + -8 / -74 # -82 % 19,-48.756757
-58 / -4 % -77 & -18 # 53,0.038438
21 $ 32 % -42 - -86 % -88,86
-50 # -30 % -29 / -16 + 1,1.187500
-62 - 21 - -45 - 74 # -97,7357
-66 / -77 # -38 $ 26 / -97,-0.268041
-11 * -37 $ -67 * -18 % 43,2
31 % -49 + 53 % -55 - 34,-54
56 - -26 / -53 * -84 # 26,1090.603774
44 & 79 - 86 / 51 % 95,0.284555
83 + 18 / 66 % -55 * 91,-4897.181818
2 + -72 $ -66 % 43 % 29,0
54 / -21 - -8 % 46 $ -59,-118
17 % -46 # -54 - 39 + -95,1241
45 + 4 + 83 * 15 + -82,1212
85 & 73 - -18 # -93 & -68,0.000240
-83 / 72 / -36 - -28 / -83,-0.305328
46 & 9 # 36 & -51 + -51,-0.000256
-65 $ 44 - 25 * -98 * -41,-100450
73 / 87 # -30 - -61 + 59,5.666667
-51 - -4 # -38 / 47 + 61,9.276596
8 & 92 $ 78 - 0 % -28,0.051282
40 * 33 / 12 / 8 % -59,-45.250000
-50 & -3 # 29 # -90 & 72,0.057870
-64 + 62 % 56 # -97 / 83,-74.445783
-12 % 26 * -76 # 77 / -31,2669.709677
27 / 47 + 39 $ -19 & 6,0
-16 * 14 - 22 # 46 % 95,-256
50 $ 43 # -72 % -61 * -65,109980
76 # -46 - -73 % -99 + -90,-3575
-8 & -62 - -89 / -39 & 93,0.000335
46 / -5 + -55 + 16 % -47,-95.200000
-79 # -41 # -89 % -62 - 1,-56
61 * -37 & 99 # 42 & 3,-0.042912
27 / 70 # -34 # -88 - 63,9654.385714
61 % -98 - -90 # -25 * -37,77108
-63 $ -81 % -64 / -89 + 36,36
-57 * 14 % -70 * -6 * 23,3864
-5 * -18 % -23 % -51 $ 77,-2926
-44 $ 57 * 76 / 83 * 16,-15031.518072
53 + 38 / 78 $ -97 / -52,1.865385
-16 & 85 % 14 # -59 % 68,-0.216216
-42 % 73 + 87 * -38 - 61,-3336
20 - -19 # 65 * 75 - 35,79410
-82 & -77 % -16 % -14 / 36,113.538462
90 / 38 * -1 * -94 $ 32,32
49 % -85 * 58 # 12 & 70,-193.628571
-90 / -75 % 84 $ -77 % -44,891
68 % -72 / 10 & 23 - -39,-0.003226
0 % -67 / 61 - 65 # 42,-2921
22 # 22 * 54 / -39 / 65,-12.184615
24 % -11 * -30 - -96 * -14,-1074
55 $ 77 # 36 & 70 / -79,-90104.014286
24 - -28 # 88 # -38 * -83,6832750
-85 & 46 - -99 & -52 # -71,-0.000043
37 / 87 % -84 % -19 + -97,-104.574713
11 # -32 + -96 / -89 * -94,-538.393258
51 $ -28 $ -28 + 73 * -59,inf
23 # 86 * 25 & -84 % -23,-1882.500000
71 + 87 & 14 $ -91 & 65,0.001113
-85 - -37 # 3 / 65 / 37,-84.942204
64 & -79 % -69 # 67 $ 90,-inf
-41 $ -34 + 86 - -23 # 99,2055
-7 * -60 + 75 - -75 # 51,4242
-7 / -7 - -68 % -41 / 24,2.125000
57 & 7 # 2 - -58 / 39,1.000450
-68 & -73 & -39 # 72 # 1,-0.000044
-85 - 21 # 59 * 77 $ 22,0
19 $ -55 + 4 - 25 * -1,139
-53 + 2 % 84 # 2 % -24,-65
61 $ -19 + -1 # 2 % 2,1
-82 % 57 / -24 $ 40 # 29,-1241955
-12 - -89 % 41 & -38 & 86,0.003519
35 % 30 % 68 + -14 / 62,4.774194
-76 / 67 - 91 - 56 % -53,-42.134328
50 # -66 $ 18 * 47 - 4,-4
-54 - -18 * -33 & -61 # 69,0.079744
41 / -71 / -88 $ 64 % 16,0
-62 & -19 - -73 % 74 * 18,0.837838
-31 % 51 $ -50 * 14 + 18,24518
49 $ -96 * 14 $ -19 * -61,1159
-84 * -16 & 42 - 28 - 26,-56
-86 / 27 % -95 & 40 * 42,-0.000948
76 / -60 % 96 & 10 / -66,-312.620000
-49 $ 32 * -57 % 18 % 0,nan
35 - 71 % -40 $ 4 # 48,2720
-80 / 20 & -85 & 34 * 31,0.000011
-19 / 15 + -26 % -66 - -97,69.733333
47 % -69 # -11 - -14 / 36,187.388889
13 - -41 + -73 - 88 % 98,-107
96 + -27 + 26 % 32 + 50,145
-2 / -86 # -6 % -80 + 90,71.883721
-88 & -55 / -23 * 52 + -4,-0.365607
-81 $ 25 $ -67 $ 51 $ 38,-inf
67 + -43 - 78 % -25 / 13,25.692308
-55 $ 0 / 4 $ -47 $ -62,0
-78 / 58 # 96 * 70 - -29,11057.620690
37 & 99 # -41 $ -37 + -33,-0.264286
-80 * 68 * 37 % 93 + 36,101
-63 + 81 & 11 $ -78 - 99,0.020134
55 / -52 $ 41 * 62 / -46,-2928.826087
-6 / 93 # -53 / -79 - -16,17.970192
58 / -9 - -8 / -86 / -47,-6.442465
15 $ 79 & 97 + -98 / -15,2.289118
99 * 77 $ -86 & 46 % 71,0
83 * -63 # -28 / 58 # 10,26790.155172
9 % 18 % -82 + 48 + 55,30
-62 # -7 + 8 * 99 * 64,51039
-57 - -51 & 26 + -63 * 17,0.002871
-87 * -85 - -94 # 95 $ -83,0
62 + -94 * -48 # 49 / -70,-3162.957143
5 / 26 & -38 / 67 + 84,0.001152
-26 / -47 - 57 / -44 % 79,-77.151354
-76 $ -85 * -67 % -44 - -20,-5
49 % -75 # 84 & 15 $ -40,-12.237500
64 - -52 # 1 # -4 / 39,56.538462
93 # 35 * -99 - -84 + 16,-341747
-65 - -69 & -21 * -1 - 84,-0.031746
-57 $ -70 # -24 & -93 * -4,-53.747312
70 # 1 + 72 * -8 * 85,-48817
96 * -94 % 74 * -22 & -54,0.814815
-17 $ 68 & -26 + -81 + 72,3.885714
48 % 48 / -6 & 17 % -2,0
-81 + -31 - 14 + -82 & -73,1.424658
15 $ 10 + -10 + -78 - 32,-110
-57 $ -81 & -23 + -79 - -79,3.521739
-55 + -64 - -86 # -52 % -18,-119
-31 # -14 - 56 # -80 # -49,-223364
37 + 34 # -57 * -81 $ 72,72
15 - 22 + -7 # 70 * -78,22379
-89 & 1 * -65 % 37 + -86,0.577922
-14 / 9 % 24 # 22 / -27,-21.563786
63 + 46 - -12 & 81 # 44,0.016018
44 / -97 + 8 + 72 / -88,6.728210
-77 % -43 # 31 $ -13 % 1,0
-83 # -17 / 23 + -71 & 0,-inf
37 % 17 + -35 % 18 + 31,35
90 $ -74 $ -44 $ -87 * 48,0
-51 * 11 - -57 # 14 % 60,-588
-88 + -10 & -73 $ 45 & -64,-inf
-50 + 88 $ -39 / -42 % 24,0.928571
-75 / 14 + -72 & 38 / -53,53.946429
-79 + -51 - 97 $ -70 * 27,-17010
-84 / 82 & 22 - 74 & -16,-0.000308
21 * -33 * -7 + 77 $ 50,50
13 - -15 # 95 + 83 # -78,-5457
-68 $ -32 - -87 # 34 $ -42,0
-80 # 84 % 69 % -21 - -90,76
26 + -79 $ 43 - -34 - 58,-24
-49 * 45 / 39 & -41 % 18,-2.174556
-93 - -67 * 62 * -65 % 11,-97
19 * 91 - 49 / -81 * 13,1736.864198
63 + -41 * 72 # 44 + -13,-132658
-30 % 80 % -16 & -65 # -24,-0.004919
-51 / 39 # -50 & 65 * -39,0.016947
-39 & 96 & -99 - -93 # 90,-0.000013
12 / 8 & -48 # -27 # 72,0.000009
53 $ -49 * -80 + -55 % -54,290079
-96 - -23 % 74 # 61 / -9,275.666667
-46 / 3 $ 56 # 62 / -64,-232.125000
20 $ -70 $ -82 + 54 * 2,108
-72 - -52 + 86 % 13 $ 70,-350
28 # -8 & -64 & 63 - -96,0.005405
27 / -79 + 36 + -94 % -76,17.658228
-91 % 86 / -33 $ -78 % -53,-275
-25 & -77 % -80 / -76 * -29,0.425437
-74 - -8 - -88 * -62 * -26,141790
57 + -34 / 83 / -15 + -38,19.027309
16 & -70 % 79 % 47 / 90,80
25 # -36 $ 40 % -58 + -1,-19
-38 % 83 # -78 % 85 + 60,101
-92 - -61 % 19 # -37 * 27,17485
-27 $ -36 - 94 & 40 * -82,0.025305
-34 / -5 # -78 # 51 * 79,-3100133.800000
52 & -4 / 62 % 73 - 63,2.616883
89 & 14 % -77 & -66 / -95,-0.508357
51 / 62 + 68 $ 21 & -63,-0.166667
-95 - -78 & 29 / 18 / 56,-295.448276
