Equation,Answer
30 # -50 $ -49 & -89 / 54,14.865169
-89 * -73 @ 87 + 4 / -89,32217.955056
-33 * -84 + -36 % -5 + 59,2830
47 $ 30 + 81 * 29 % -52,-13
44 + 22 % 62 @ -1 + -12,-3
-67 $ 10 + -44 $ 88 * -59,-612656
71 / -76 & -23 * 28 @ 86,-0.000044
-56 * 82 - -68 # -93 / -42,-4449.690476
-70 / 57 $ 67 @ 23 & 34,-398.794118
43 % 36 % -76 # -25 $ -85,0
-13 # -76 - -74 & 79 / -11,-57.158228
72 / -74 @ 26 @ -79 & -7,-0.011403
61 & -39 + -90 / -20 # -77,-0.049837
16 # -70 / -75 & -83 * 67,-0.001575
-2 / 71 / 36 / -74 $ -5,2364300
-53 + -6 & -62 # 59 & 12,0.000347
26 * -47 @ -31 - 26 % -36,5262
-72 * -33 * -80 % 58 $ -8,0
79 & 36 - -66 - 93 @ -39,inf
53 * 76 / 81 % 70 # 89,4742.555556
-86 # 45 - 79 # -69 - -61,1819
-3 % -87 / 50 $ -57 $ -30,-30
18 @ 22 / -3 + -52 % -17,41.666667
-13 # 62 # 28 % -73 # -19,357
-20 & -58 / 45 % -98 $ 84,0.001832
88 + 85 + 16 * -60 * 18,-17107
8 / -73 # 29 @ -21 / -22,-9.980075
-80 $ 90 - 62 # -29 * -12,-21966
-98 / 38 & 16 / 9 + 98,-0.012923
32 + -3 # -14 / -28 % 89,32.107143
-22 + 33 * 39 $ -82 / 34,0
-66 @ 24 # 56 $ -56 # -27,0
-74 # -58 & 32 $ -89 % 25,183.818182
-29 + -15 - 6 % -52 & -79,-0.012658
-73 @ 46 # -82 + 98 # -18,10751
-31 / -8 @ 65 * -3 @ 35,-16.820189
93 $ 84 * 27 $ -88 @ 98,0
20 @ 20 % 35 + -74 - -34,-20
44 $ 30 $ 68 & 65 % -17,-34
2 + -37 - -8 * 56 & -41,-5.036585
8 % 40 % 7 $ -9 % -23,81
82 @ -28 - 56 # -33 * 67,126755
29 + -91 # -67 * 19 + -74,110250
64 - 86 * -29 + -6 - 22,2530
57 / -23 & -60 / -98 / -37,74.884783
-52 $ 95 @ -2 % 57 + 3,3
50 - -19 @ -33 & -56 + -94,0.446667
-40 / 49 @ -99 # 46 $ -79,0
-88 @ -57 @ -67 & -25 $ -92,0.051630
96 $ -25 * -88 @ -60 * -25,612797500
-43 - -64 @ 12 $ 85 $ 7,0
-62 % 31 @ 86 + -9 / -32,-61.718750
39 @ 90 - 7 % 9 / 62,-489.112903
-17 + 93 - -17 $ -46 - -43,43
-14 @ -72 % 39 $ -42 % -57,42
-51 - -20 / 2 & 77 - 9,-0.301471
76 % 79 - -48 * 17 % -24,76
0 + -12 $ -48 / 87 # -43,-952.448276
8 - -31 * 41 # 64 / -16,-5143.437500
-10 - -20 % 95 # 11 * -22,20516
-7 & -34 + -81 # -78 @ -76,0.000098
91 + -53 % -66 - 63 + 27,2
-86 * 23 & 81 & 98 - -57,-0.039387
-3 $ -3 $ -25 & -54 % -98,2.083333
-12 % 50 # -10 & -74 @ 72,0.650350
94 $ 91 + -57 * 14 * -72,57547
-91 + 21 # -53 $ 7 + 72,72
22 % -61 * -52 / -54 # -40,1344.666667
64 * -6 + 63 % -23 + -45,-435
-27 - 66 @ -53 % -60 - -74,88
-50 @ 29 # -47 - -2 + -64,4167
-89 $ -22 $ 58 / -18 & 6,-0.268519
0 @ 69 % -49 & 8 + 0,-0.125000
-72 # -92 * 9 % 21 * -82,-1230
67 # -58 * 79 % 52 & 69,0.268116
-48 & 17 * -81 $ -53 + 4,0.489796
-49 - -64 & -39 + 73 # -85,-0.001167
-38 - -71 * -86 & 85 + -15,-43.885714
-99 - 96 % 19 * -62 # 72,4211
48 # -6 # -89 # -15 / 60,-5236.050000
-49 $ -90 $ 81 + -11 @ -73,376
6 # 41 * -79 / -55 + -12,526.636364
54 % 50 - 65 # -28 & -17,-54.205882
-36 % 54 / 81 * -47 * 23,-240.222222
16 # 85 % 24 & -60 - -15,-0.255556
57 & 17 & -8 $ 38 * 67,-0.000001
-25 & 92 & 71 & -29 / 51,0.000841
84 % -29 % -92 # 2 * 77,-231
7 $ -23 + 42 & 67 + -14,1.047170
54 % -49 % 63 + 6 + -31,-6
61 - 57 @ -80 % -34 % 88,4
85 * -1 @ 7 $ -62 @ 74,-308
-37 # 76 & 98 % -8 / -57,-12449.750000
-85 + -1 @ -78 - -19 * -90,-1404
31 % 76 & -90 & -31 @ -37,-0.000399
-8 $ -87 * 76 $ 42 # 68,0
-91 * 83 @ 93 - -21 % -91,49889
-53 $ 35 - -27 # -55 * -90,116370
-15 $ 85 $ 45 - 52 % -72,20
15 + 91 % 57 # -19 + 22,-632
0 % 48 * -78 * -38 $ 10,inf
-28 & 72 % -15 + 1 # 70,-0.050360
-60 & -46 # 53 $ -26 @ 80,0.080214
-29 + 28 * -81 # 47 & -80,679.700000
-70 & -79 / 55 # 38 $ -30,-inf
-69 + -76 # -38 + -37 / -96,2629.385417
-73 @ 56 + -26 % 18 @ -92,209
99 / 81 & 92 - -65 / -66,0.006714
-81 + -22 # 90 - -56 @ 49,-1624
23 % 72 @ -53 @ -5 + -23,-168
7 % -46 + -6 & 56 - 45,-2.045455
-64 % -11 - -29 - -72 + -27,65
26 / -99 * 60 % 23 $ 79,869
74 # -87 + -87 $ 93 $ 97,-inf
4 @ 85 # -10 * -38 % -34,-24
-98 % -65 * -96 # -95 * 47,-14009619
-28 $ -2 @ 40 / 98 / -90,0
24 + -76 # 28 # 55 / -15,7927.666667
-57 - -75 * -48 - -12 # -21,-3834
-48 $ -93 # 37 / 98 * -55,-76842.857143
-46 & -25 / 30 / -42 $ 18,-0.001407
49 @ -62 @ -36 $ -40 & 31,-0.645161
6 - -99 @ 84 - -36 % 0,nan
95 @ 9 + 41 & -9 $ -8,6.187500
-56 $ 54 - 15 + 14 $ 16,-256
52 & 0 & -85 * -84 % -39,-inf
-15 / 95 @ -81 + 93 & -90,-0.516398
60 # -71 + -17 # 69 & -59,45.728814
24 $ 29 $ -74 - 75 & 6,-0.083333
76 / 77 $ 34 @ -19 @ 75,192276
76 * -34 % 88 / -64 - -83,82.125000
99 @ -97 % 77 $ 8 + 25,89
-65 % -73 & 84 & -80 / 86,0.207961
18 / -75 @ -26 % -48 - 93,-140.912195
-81 & 74 $ -9 # -67 $ 8,-5.062500
93 / -19 # 43 $ 65 & -26,0
62 $ 36 & -71 - -38 & 51,-0.005348
31 - -31 / -87 + 46 # 92,4584.643678
-70 * -35 - 14 * 98 # 72,-97922
47 # 65 + 93 % -18 $ -95,0
65 @ -38 # -39 * 84 $ -28,-28
-99 * -47 + -88 / -75 + -7,4647.173333
-77 * -40 & 0 $ 5 / 19,0
23 @ 70 $ 36 - 16 * 54,-864
57 & -61 @ -40 $ -26 + 3,9.500000
-39 / 56 / 85 % 8 + -52,-44.008193
-88 % 73 * 12 * -50 # 26,-939522
37 + 13 % 96 @ 21 $ 74,0
-55 @ -73 $ -3 - -6 % 56,-50
-34 $ 70 @ 75 / 27 * 45,-16316.666667
19 / 26 & 8 $ 52 + 75,0.000832
-92 & 65 - -61 & -82 % -52,0.006085
-15 $ -47 + -41 + -42 - -50,-221
-12 & 47 + 71 $ 6 + -21,0.400000
-55 # -48 - 69 & -99 % -91,-148.250000
38 - -48 @ 16 % -41 * -35,-1082
40 @ -53 * 85 @ -9 & 29,-155.172414
1 - -76 - -74 - 12 & -3,-23.166667
-12 # 7 % 83 - -15 * -80,-1192
-12 - 31 - -78 - -48 * -47,-2221
61 * 56 * 55 @ 14 + -32,-427032
-9 % -69 # -15 & -31 $ 96,-0.140625
40 % -71 @ -87 @ 55 & 74,-5.006757
-9 + -78 & -5 - -18 @ 59,-0.159926
-45 * -90 % -35 % 58 * 58,2784
-77 @ 58 $ 37 * -40 @ -3,-18315
-60 $ 65 @ 88 % -70 % -84,-15
-43 $ 8 @ 34 - 43 * -37,701
26 / -52 $ -65 * -11 - -45,-1022405
-52 # 23 & 49 / -72 + 9,-70.858097
86 - 98 $ -53 - 19 % -20,-264
-83 - 10 & -71 & 5 & -71,-0.000461
68 / 46 / -9 - 42 * 64,-2688.164251
64 % -36 & -96 + -47 $ 35,inf
17 $ -93 @ 13 * 87 - -24,350808
-42 # -28 * -47 + -8 % -76,-49358
-6 & -65 $ 4 - -22 * -96,0.001420
16 % -41 # 76 & 97 $ -27,-inf
71 - 53 & -96 & 51 * 31,-0.000030
43 / -93 & -40 & -74 $ 63,-inf
33 # -11 # -93 & 92 @ -98,41.604271
74 @ -94 + -47 & -39 # 87,-0.055030
44 & -74 # 6 / 33 @ 70,16.852000
16 # 0 + -55 % 92 + 32,85
-64 - 84 - -60 & 76 * -54,0.010721
-45 & 15 % -96 % -73 * 83,0.033886
-38 $ -83 % -68 / -74 & -21,0
21 & 88 / -60 - -7 $ -59,0.017797
63 # -85 * -20 & -50 % 21,4266.923077
93 # 43 - -63 % 72 @ -13,4221
60 # 34 + -1 / -24 - 52,2150.041667
-92 * -41 # 25 / -91 # -26,26885.461538
96 & -30 + 81 - -9 # -41,-0.258065
19 & -34 - 28 @ 0 % -88,-1.583333
10 @ 86 + -52 * -59 $ 83,83
-75 - 43 - 87 % 55 % 49,-150
-92 - 56 + 65 @ 63 % -11,-154
3 % 88 % 65 * 34 % -60,-18
15 @ 6 & -25 @ 72 - 23,0.062849
36 $ -72 - 60 - 61 * -3,267
-66 * -7 * 27 @ 74 + 45,-183369
-78 # -90 @ 95 + 83 + 1,28881
-7 + 38 # -99 / 45 - 24,-120.355556
61 * -35 & 16 - 94 - 76,6.931818
-42 % -25 $ 4 * 28 % 86,-26
-74 * -85 % -32 + -31 * -55,1691
90 & 56 - 2 / 53 + 56,0.401921
34 + -16 - 78 $ 7 + -32,-32
-80 / 66 $ 46 # 94 - 79,-17849803
66 % -97 @ -31 + -15 % 59,110
70 @ -96 $ -31 + -42 @ 52,-218
53 * 18 $ 81 @ 8 % 7,5
-40 # -81 % 49 $ -10 * -4,120
95 $ -65 @ -55 - 72 + -36,1252
-55 - -50 & 9 # 91 - -70,-0.002135
-79 / 14 @ -69 & -20 $ 75,0.000530
94 $ 93 $ -56 / 49 # -31,0
-18 & -81 / -21 - 70 / 96,-2.877260
69 # 46 # -12 / 78 # -98,46001.115385
-22 % -92 * -96 / -99 # 68,-1268.000000
-79 & -43 % -84 @ -4 @ 53,0.918605
-24 # 83 * 76 - -98 @ 73,-134025
-55 % -91 + -84 - 26 & 11,-7.500000
-12 - 0 & 41 @ 2 @ 21,0.111111
30 % -34 * -54 * 66 % -70,-24
4 & 80 * 41 # -62 % 23,0.111111
-91 % 77 # -77 * 3 & 70,-107.550000
-38 # 0 @ -95 + 9 % 57,-16654
-51 * 97 & -72 $ 47 * -91,0.009639
-59 * -98 * 0 / -64 / 35,0
8 + 89 - -11 + 13 * -73,-841
-20 / -31 - 91 / -75 # -30,55.458495
-90 - 6 * 48 + -77 - -11,-444
-68 @ 85 & -70 * -84 & -40,0.000379
-10 # -49 # 24 # -52 $ 91,0
-58 + 86 * 2 $ -87 * 17,17748
-21 + 16 @ -89 * 34 # -30,-423105
-41 * -84 + -76 / 93 * -10,3452.172043
-43 $ 44 @ -93 * 47 # -35,-10528960224.000000
-48 # 71 % 87 / 31 & -22,-0.046188
-87 # -92 / -52 @ -16 $ 44,44
9 # -69 $ 29 / 84 - 93,-93
22 - 68 / -1 / -99 / -15,22.045791
-88 @ 74 & -59 + -19 $ 76,inf
-96 & -29 # 36 # -2 * 73,-0.000686
-43 + 47 + -56 & 45 - -99,-0.180556
42 % -56 + -14 & 4 & 48,-0.036458
61 / 23 & -7 % 87 / -26,-0.430978
54 / 6 + -33 / -97 & -2,-2.335052
64 * -27 - -6 + 0 + 99,-1623
10 % 49 & -56 & 7 / -89,0.567602
40 % -55 * -92 * 19 % 62,56
71 * 2 * 57 $ -53 @ -17,138
45 * 62 / 25 & -83 $ 47,-inf
86 % 93 & 7 % 29 / -99,-608.142857
14 $ -99 $ -9 @ 72 / -27,13
-75 @ -78 @ -77 @ -71 # 8,3939
-25 % -57 - 10 + 51 & -91,-0.087912
34 $ 39 % 75 - 56 * -16,974
-69 + -60 * -65 + 36 / 70,3831.514286
-64 + 57 $ -68 - -39 & 63,-5.087302
54 - -7 @ 82 + -41 - 2,414
-75 - 49 + 38 # 43 / -92,-143.576087
25 # -30 & -58 - 75 & -73,-0.020986
-53 / 98 + -82 % 1 * -90,-0.540816
-24 + -15 / 79 * -7 % 62,-22.670886
-5 / -28 + 18 # 51 % -8,-6.821429
87 % -14 * 81 * 27 & -40,300.712500
-42 * 0 + 40 % -57 + -75,-92
42 + -60 - 10 $ -48 + -72,-168
64 @ -39 $ 73 / -60 & 83,0
-94 & 48 % 24 $ 84 & -12,0
-39 * 87 # 39 $ -52 * -16,0
80 # 47 @ 46 / -26 % -82,-20.807692
57 * 71 + -14 $ -46 + 70,70
92 % 22 $ -77 $ 10 - -66,76
-71 - 89 & 11 % 44 * 80,-0.090909
31 @ -56 / 95 - -61 # 44,2615.621053
-32 & -14 @ -77 * 50 / 11,-0.008822
35 - 93 - -98 & 53 $ -77,0.259740
-22 - 82 # 80 & 36 % -60,143.833333
23 & -21 % 63 - 33 # 3,-0.116162
-80 # 31 / 83 + -30 # 7,-248.722892
86 $ 84 $ 20 + 60 & 21,1.904762
-84 & 81 & 75 * 32 / -29,0.003133
27 * 48 @ 86 & -39 - -88,-131.693878
72 & -18 + 50 @ -95 @ 28,-0.061750
18 * -25 $ -65 * -88 $ -63,-63
-25 @ -36 & 95 $ -76 - -17,6.029412
43 + 94 & -42 & 93 # 91,-0.000092
-19 $ 63 @ 1 + 89 - -16,-167
83 * 22 + 69 @ 35 # 74,-16252
-8 * -38 % 7 # 46 # 94,26787
-87 + 57 & -81 & 48 % 63,0.001929
-72 @ -5 % 36 # -56 - 24,-1567
-27 + 63 @ -48 - 86 @ 29,381
-76 & 84 @ -57 $ 24 - 90,0.575758
-68 $ -35 % 55 @ 90 - 55,-90
-28 / 84 $ 15 - -66 $ -25,-25
44 + 34 % -54 - 16 + 6,14
-73 @ -30 & 89 # 39 $ -35,inf
18 - 62 / -96 $ 19 # -85,183249
-88 / 34 / 72 # 8 $ 69,207
53 * 72 # 81 @ -78 & -25,-23677.740000
-57 / 53 @ 94 / 49 $ 21,198282
-74 & -74 # -13 / -50 $ -70,0.105714
21 * 74 $ -86 / 81 % -92,0
-60 / -96 $ 98 @ 46 / -57,57.543860
-90 / 97 - -37 / 71 % 27,-27.406708
41 % 50 $ 0 - 78 + -79,-157
-7 + 74 $ -33 # -72 + 48,68112
52 % 29 * 96 & 55 $ -17,inf
79 - -16 $ 31 / 60 - 85,-84.483333
-44 @ -14 / -10 * -40 # 82,38094
-13 $ -98 - -97 * 87 & -21,-182.261905
26 $ 22 # -80 / -2 + 2,38573
-31 & -12 - -75 $ -14 + 15,-1.033333
68 @ 4 + -14 + -28 + 43,-87
-34 - -42 - -1 * 49 & -98,-0.290816
-11 # -99 & 1 + -24 + 21,-195.250000
-14 & 41 @ 65 & 45 $ -63,0.000152
38 * 36 @ 31 + 19 & -83,43.608434
-67 $ -12 / -53 * 49 * -92,-16330.867925
33 & 45 @ -22 & -36 / -70,0.246795
65 # 26 + -96 + 51 # -56,-1236
2 @ 73 $ -24 - 28 * -29,788
0 - -10 # -67 * 91 & -81,257.833333
-73 / 75 * -49 - 39 & 78,0.055726
-39 % -50 @ 38 * 46 - -96,-1698
-86 % 1 + 0 & -66 # -92,0
-57 # 5 # 0 % 59 / 54,0.500000
-23 + -80 @ 68 @ 65 @ -87,477
-48 @ -2 # -4 % 68 $ -26,26
52 $ 31 & 94 / 67 + 20,0.724198
-89 # -31 # -64 / -66 $ -34,0
78 % 64 & 11 @ -52 - -94,0.020408
81 & -15 - 75 + -94 / 13,-0.416535
-33 % 87 $ -45 $ 78 - -17,inf
-62 # -86 & -52 # -42 $ 51,49.137255
-22 $ -82 / -9 / 22 - 93,-93
29 - -48 $ 18 + -46 / 59,17.220339
76 + 11 - 20 - -30 / 0,inf
-69 @ 13 # 76 / -78 $ 61,-488
79 + 35 / -43 / -11 % -43,36.073996
99 % -69 * 82 + 7 % -34,-3225
5 % 7 * -89 / -66 # 46,454.893939
-86 - -29 % -87 @ -7 & 60,-1.491667
-48 - -61 % 71 # 32 @ -98,-6012
58 # 79 * 42 & 8 + -97,-1150.752809
80 + 42 $ -89 # 83 $ -68,0
77 + 2 * -87 - -51 % 20,-106
93 & -71 - 35 @ -94 # 98,-0.001071
42 # -15 / -48 @ 66 * -49,-109.989362
64 @ 16 & -26 * 43 # 34,0.001845
26 # -66 # 79 % -61 / 23,-0.478261
38 # 82 $ 76 + -20 @ -8,136
-9 / 86 @ 57 @ 24 + -79,-79.035857
-18 - 99 & 4 $ -27 - -16,-0.328652
-53 + -90 $ -88 % 52 @ 68,-88
3 & 22 # -38 * 60 % -59,-0.034884
-25 $ 46 $ 32 + 75 + 85,160
25 / -2 % -68 & -66 & -2,-0.023674
44 & 46 + 41 * -69 & -23,0.000172
46 # -93 / -9 @ 84 $ -27,54
78 * -33 @ 15 $ 53 # -33,-1795
-27 / 87 @ -65 # 61 @ 0,-176.193277
88 + -42 & -92 # 1 @ 81,0.000638
-30 $ -71 + -1 + 27 / 5,-208.600000
-77 % 21 $ -41 # 93 - -41,1823291
-15 $ -16 @ -50 $ 71 @ 10,-121
-17 & -52 + 88 & -6 * -24,-0.000820
32 + 3 - 10 $ 36 + 9,81
67 @ 4 + -40 / -94 + 62,-24.574468
24 # -50 + -37 @ 35 + -18,-1482
-6 + 6 @ 51 + 70 / -73,-267.958904
54 + 88 # 89 % 5 - 74,-18
93 - 99 / 63 / 81 % -55,147.980600
-88 $ -82 @ -65 / 34 % 81,0
1 / -79 % -46 * 89 - 58,-59.126582
-95 * 55 / -22 % -6 # -25,-15
50 / -64 & -63 @ 71 $ 45,inf
99 % 94 + 91 @ 6 + -29,-145
-82 @ 1 # -56 $ 65 * 24,0
80 % 97 & -7 # 33 % -6,-40
-18 & -51 % -28 % -11 $ 39,0.005917
49 - 23 / -5 $ 2 $ -9,36
-24 + 64 # -56 * -44 + -3,162245
33 + -72 / 33 & -58 / 91,-24.176332
9 # -43 $ 62 $ -21 & 7,-inf
-80 - 73 / -3 * -93 # -45,99627
85 + -55 * -85 - 32 & 81,29.185185
40 $ 62 & -29 / 76 & 0,-inf
60 % -5 + -52 & 71 % -34,0.838710
67 & -28 @ 86 # 91 - -5,-0.000913
-47 % -40 $ 23 # 95 & 56,-7924.178571
-79 % -47 / -6 - 37 % -1,5.333333
-23 / -67 @ 6 % -49 * 59,-36.675676
36 - 67 - 29 / 19 & -21,0.774436
62 - -76 $ 83 / -40 @ 51,0
61 & -90 % -25 + 26 @ -43,0.175287
-79 # -77 # -92 # 45 $ 1,0
9 % 32 # -29 @ 36 / 59,-30.559322
-65 + -75 % 48 * -88 * 58,-107249
-23 & 33 @ 40 % 85 % 24,-0.522727
-33 * -45 & 69 # -72 % 20,148.500000
-31 % 32 + -19 % -54 / 51,0.627451
-88 # -16 + 64 $ -72 / -70,1.028571
-45 # 31 - -25 - -90 # 55,3553
-33 $ -62 $ -34 + -17 - 25,-76
91 @ 11 @ -46 * -11 % -78,-2
35 / 51 % -73 - -70 * -31,-2242.313725
-90 # -67 @ 41 @ 20 & 17,-99.882353
-34 / 89 @ 32 $ -3 + -83,-20
14 + -93 @ -3 @ 70 # -92,41416
-21 / 37 # -18 % 87 - 36,6.648649
59 $ 17 # 2 - -74 & 23,2.847826
91 # 52 @ -30 & -25 - 10,-132.900000
-97 / -47 - 57 - 45 - 36,-135.936170
-29 $ 38 & -42 # 65 + -87,0.007132
-50 # 60 % 77 # -99 # -6,28907
97 $ -80 / -88 + 25 % 82,25.909091
42 * 9 $ 21 $ -84 / -52,1.615385
-78 % -80 $ -55 + 79 - -36,60
-39 $ -33 / 63 $ -33 # -58,-5561406
30 - 89 $ 71 & 87 % -28,1.420000
18 # 69 % -70 % 62 $ 37,37
-81 @ -35 & 53 / -72 % 73,1.771286
64 # -86 + -14 * 50 # 94,-71916
27 @ -4 $ 52 # 59 + 18,-1552869
-3 # 99 % -20 % 6 % -78,-75
-57 - -75 & -28 * -6 * 61,0.000878
-41 @ 67 * -94 $ -51 % -85,0
-3 + 30 # 92 / 80 @ 95,-8.524324
46 @ 50 + 43 + 58 % -43,-281
-60 $ 72 / -28 & 2 * 48,-0.013393
-76 / -82 $ -33 $ 84 * -27,2268
37 @ -53 % 77 @ 25 / 47,-3.744681
-49 # -92 + 58 / 88 / 76,4183.008672
77 / 62 @ -68 + 53 # -3,-114.723022
48 @ -58 # 12 @ 62 + -65,-78713
69 & -1 & -70 & 11 / 77,0.862500
-42 / -91 & 69 - -39 + 46,0.001499
-34 * -60 - -46 + -6 $ -6,0
-35 & 16 # -93 - -78 + -41,0.010210
-73 % 99 & -76 - 44 $ 33,-inf
94 - 98 / -79 # 94 $ -37,-37
-46 * 43 + -3 + 67 - 6,-1920
-25 # -24 # 94 # -47 / 12,-184268.583333
72 # -14 @ 29 $ -94 & -78,0.602564
52 * -60 & -71 @ -55 @ 40,2.857143
79 + -80 % -47 $ 74 @ 26,816
14 / 51 + 16 & 55 & -18,-0.004110
-86 % -12 $ -98 $ 20 + -95,-95
19 # -27 % 98 / -29 # -91,-232.655172
-37 # -22 + -77 + 26 - 12,648
13 & -40 $ 57 / -69 / -13,-inf
-86 $ 99 / 35 * 67 * 16,-106128.000000
-47 & 67 $ 32 $ -44 * 73,-0.000073
95 / -14 % -38 * 0 / 54,0
-31 @ -86 # -37 / 23 & 11,-33.017787
-4 @ 18 / 44 # -52 * 49,-2759.590909
64 # 63 $ -8 & -48 # -25,0
35 $ 78 * -1 % 24 / -81,0
-83 + -37 & 68 % 83 & -4,0.110294
-13 / -11 * 69 $ -44 - -79,79
61 - -81 $ 31 + 87 - 31,87
