Equation,Answer
4 / 5,0.800000
-5 + -3,-8
7 - 7,0
1 / -8,-0.125000
3 / 4,0.750000
5 - 0,5
-3 - 1,-4
7 + 4,11
3 * 0,0
-5 - -8,3
8 * -2,-16
-5 + 5,0
9 - 5,4
4 - 6,-2
-6 / 0,-inf
9 - -5,14
-6 * 8,-48
3 * 6,18
-2 * -4,8
6 / 7,0.857143
-8 * -9,72
4 * -9,-36
0 / -1,0
-6 + 7,1
8 * 1,8
-1 * 0,0
8 / 3,2.666667
-9 + -1,-10
6 + -7,-1
3 * -2,-6
-8 / 3,-2.666667
-9 / 8,-1.125000
9 * 6,54
-3 - -8,5
0 / -2,0
-1 / -3,0.333333
4 - 4,0
7 * -7,-49
6 * 7,42
-1 + 5,4
2 / -9,-0.222222
4 + -3,1
2 - -4,6
7 - 6,1
2 * -8,-16
-8 + -9,-17
-4 - -2,-2
-6 + 9,3
-3 - 6,-9
0 + -3,-3
0 / -1,0
2 - -3,5
-5 * 0,0
-5 - 2,-7
4 / -5,-0.800000
-5 + 4,-1
7 * -1,-7
-7 + 7,0
0 * 3,0
8 - -3,11
-7 / -4,1.750000
2 + 9,11
4 / -2,-2
-4 - -5,1
3 * -4,-12
-7 + -3,-10
9 / 0,inf
4 + -4,0
-6 * -4,24
-5 + -9,-14
-3 + -7,-10
9 + -1,8
-9 - 3,-12
8 * -9,-72
-7 - 0,-7
5 * -4,-20
8 - -8,16
0 * -8,0
-8 * -7,56
2 - 8,-6
0 / -8,0
-7 + -4,-11
-9 + 0,-9
0 - -8,8
3 + -3,0
3 * 0,0
-5 / -7,0.714286
-7 - 5,-12
-8 - 1,-9
-8 * -2,16
4 / -1,-4
5 - 0,5
-6 * -9,54
9 - 8,1
-6 + -4,-10
-6 + -2,-8
3 * 6,18
1 - 0,1
3 / 8,0.375000
-4 - -8,4
9 * 0,0
-2 - 0,-2
0 + 2,2
-2 / 0,-inf
-7 - -7,0
-5 - -5,0
1 - -5,6
5 * -2,-10
0 * -7,0
5 - 3,2
9 / 0,inf
8 - 1,7
3 - -3,6
0 - -5,5
9 + -1,8
-9 / -7,1.285714
0 + 0,0
5 / -6,-0.833333
-3 - 3,-6
-3 / -9,0.333333
0 - -7,7
-9 / -6,1.500000
4 * 8,32
5 * 0,0
-1 / 2,-0.500000
-1 - -6,5
0 - 1,-1
5 / 0,inf
3 / 0,inf
-6 + -6,-12
-5 * -1,5
-4 * -9,36
6 * -3,-18
5 / 6,0.833333
-3 + 8,5
-9 - -8,-1
-3 - -5,2
9 * -3,-27
7 + -1,6
8 / -9,-0.888889
-2 + -9,-11
-7 * -6,42
2 - -4,6
0 * -7,0
-4 + 6,2
-3 * -3,9
-7 / 3,-2.333333
9 * 4,36
-2 - -3,1
5 - 0,5
-8 / -6,1.333333
5 - -5,10
3 / 2,1.500000
-9 + 5,-4
-6 * -5,30
1 * 1,1
-2 + -4,-6
-9 + 9,0
0 / -5,0
-6 + 7,1
-8 + 0,-8
4 + 0,4
-2 - -9,7
6 - -2,8
-5 - 8,-13
0 - 4,-4
1 / 4,0.250000
-5 + -6,-11
0 / 0,nan
-2 / 7,-0.285714
-7 / 3,-2.333333
0 + -1,-1
6 - 5,1
-8 + -9,-17
-1 / -8,0.125000
-5 + 3,-2
-6 / -3,2
-6 / -9,0.666667
8 / -5,-1.600000
-3 * -9,27
-4 + 0,-4
-6 + 3,-3
0 - 7,-7
-8 + -6,-14
-1 / -6,0.166667
-3 - 5,-8
3 / -9,-0.333333
9 / 3,3
-3 + -1,-4
-8 - -7,-1
5 - 5,0
0 * -8,0
9 * 1,9
-6 * 7,-42
0 - 1,-1
6 + 9,15
2 / 4,0.500000
-4 * -1,4
4 - -1,5
2 - -6,8
3 - -4,7
0 - -1,1
-2 / 6,-0.333333
7 + 3,10
-4 / -8,0.500000
3 / 0,inf
-3 - 0,-3
5 + 0,5
7 * -3,-21
-8 + 9,1
1 * 9,9
-7 / -6,1.166667
3 + 0,3
-8 - 9,-17
0 - -7,7
3 - -9,12
5 / -8,-0.625000
-5 / -8,0.625000
2 - -9,11
3 * 2,6
-8 - 0,-8
-8 / 9,-0.888889
-9 + -8,-17
-1 * -6,6
6 / 5,1.200000
2 / -4,-0.500000
-6 * 8,-48
7 + 8,15
-1 * 2,-2
1 * 2,2
-9 + 7,-2
-8 - 2,-10
-9 - 3,-12
-1 - 6,-7
9 + 5,14
8 * -5,-40
-1 - 4,-5
-7 * 7,-49
-4 - 0,-4
5 - 3,2
6 / -7,-0.857143
7 + -9,-2
6 - -6,12
1 - -3,4
7 + 0,7
5 / 7,0.714286
1 + 6,7
-3 * -8,24
-3 - 3,-6
1 * -8,-8
9 + 4,13
4 / -6,-0.666667
-9 + -1,-10
9 + -2,7
2 + 0,2
-1 * 1,-1
-4 - -5,1
6 * -3,-18
-3 + -8,-11
-1 * -7,7
-3 / -6,0.500000
8 * -3,-24
-5 / -8,0.625000
-5 + 8,3
-4 * 5,-20
0 + -7,-7
4 / 1,4
-3 * -1,3
8 * 0,0
0 + -8,-8
2 + 7,9
-1 / 5,-0.200000
-8 / 3,-2.666667
9 + -6,3
2 - -1,3
9 - -1,10
-6 + -5,-11
-2 - 9,-11
-9 + 0,-9
-8 + 7,-1
-2 - 4,-6
9 / 0,inf
3 - -5,8
-6 + -5,-11
-6 + -4,-10
0 * -1,0
9 * -5,-45
2 * 2,4
-1 * -5,5
-3 + -3,-6
7 / -1,-7
5 * 1,5
9 + -4,5
6 * 4,24
1 / -4,-0.250000
8 - 0,8
-2 - 1,-3
-9 / 0,-inf
0 + -6,-6
-3 * -4,12
9 - -6,15
-6 / 5,-1.200000
-9 * 4,-36
1 / -1,-1
-4 - 7,-11
-2 * 4,-8
4 / -4,-1
1 * -9,-9
-7 + 0,-7
-6 + 6,0
-3 / 9,-0.333333
4 * -9,-36
-7 * -8,56
-2 - -4,2
-4 / 9,-0.444444
-1 + 7,6
7 / -4,-1.750000
-9 * 2,-18
-4 - 4,-8
1 * 1,1
-3 / -8,0.375000
-6 - -9,3
-1 + 1,0
4 - -5,9
-7 * -9,63
8 / 4,2
3 - -2,5
9 - 1,8
-4 - -7,3
0 + 2,2
4 - 4,0
6 / 5,1.200000
1 * -6,-6
-5 - -2,-3
8 - 4,4
5 - -8,13
8 / 5,1.600000
-9 / 8,-1.125000
3 * 9,27
-9 * 9,-81
-8 - -2,-6
2 - -8,10
3 * 0,0
-4 + 5,1
-1 - -4,3
5 + 2,7
-5 / -6,0.833333
1 + 0,1
-5 + -8,-13
-3 * 0,0
-2 - 0,-2
0 + -9,-9
3 - 7,-4
-7 + -1,-8
1 - -8,9
8 / 6,1.333333
6 / -6,-1
-8 + -6,-14
-5 / -7,0.714286
8 + 5,13
-7 / 5,-1.400000
-2 - 7,-9
-4 / -1,4
0 / 0,nan
2 - 3,-1
-2 * 9,-18
1 / -1,-1
2 * -3,-6
4 * 7,28
-6 / -9,0.666667
-8 - 2,-10
4 / 1,4
0 - 5,-5
0 + 0,0
6 / 0,inf
8 * 9,72
-5 + -2,-7
9 + -6,3
-4 + -6,-10
-1 - -7,6
4 + -1,3
-4 / -9,0.444444
-4 - 4,-8
7 + 8,15
-6 / -7,0.857143
-8 + 3,-5
8 / -6,-1.333333
-6 - 0,-6
0 - 2,-2
5 / 0,inf
4 / 1,4
7 + -4,3
4 + 0,4
8 + 7,15
-8 * 0,0
-4 / 9,-0.444444
2 - 5,-3
0 - -6,6
-6 + 6,0
-7 - 3,-10
-9 * -5,45
-5 / 1,-5
8 * 3,24
-4 / -9,0.444444
-5 * -6,30
8 - -3,11
-5 * -5,25
-9 / 7,-1.285714
5 - -6,11
9 * 3,27
3 - -5,8
-2 - 2,-4
6 - 6,0
-1 + 9,8
6 * 0,0
0 - -9,9
-3 / -9,0.333333
1 + 4,5
7 - 6,1
3 * -8,-24
-4 - -4,0
3 - 8,-5
-4 + 0,-4
5 + 0,5
7 + 8,15
6 + 6,12
6 - 3,3
8 - 9,-1
8 * -9,-72
7 + 7,14
-4 / 5,-0.800000
-9 - 4,-13
-1 / 5,-0.200000
-4 / 7,-0.571429
4 - 0,4
-4 * 8,-32
7 + 9,16
5 * 6,30
0 + 0,0
9 / -3,-3
8 / -1,-8
-3 + 9,6
1 / -1,-1
8 + 4,12
-7 - -9,2
0 - -7,7
0 * -6,0
-5 - 7,-12
3 / -7,-0.428571
-3 + -3,-6
-5 * 6,-30
-8 * 0,0
1 - 0,1
3 / 4,0.750000
-2 - 4,-6
0 * -8,0
0 * -8,0
0 + 9,9
-7 - 7,-14
-8 * 5,-40
6 + -8,-2
8 - 5,3
4 - -3,7
-8 + -2,-10
-1 * 7,-7
-7 - -1,-6
-4 - 8,-12
-9 - 9,-18
9 - 0,9
-1 * -7,7
4 * -4,-16
1 - 0,1
9 + -6,3
9 * 7,63
3 + 6,9
5 / -1,-5
1 + -2,-1
6 / -8,-0.750000
-8 / -4,2
0 - 5,-5
6 * 2,12
0 - 4,-4
1 - -9,10
1 - 1,0
4 + -7,-3
-9 - -3,-6
6 + 6,12
9 + -6,3
6 / 5,1.200000
-4 * 7,-28
-1 * -4,4
-5 / 5,-1
-3 - 9,-12
-4 / -2,2
3 + -6,-3
-4 - -6,2
2 - -9,11
0 + -9,-9
7 - 1,6
-6 * 6,-36
9 + 4,13
-5 + 8,3
0 / -8,0
3 * 4,12
-1 * -3,3
-1 * 6,-6
9 * 0,0
3 / -2,-1.500000
0 * 0,0
8 + -4,4
0 / 0,nan
-8 - 3,-11
-1 * 0,0
-7 + -7,-14
-8 + 7,-1
6 - 7,-1
2 / 2,1
-4 + 0,-4
4 + -8,-4
1 * 3,3
-3 - -4,1
3 / 1,3
-3 + -3,-6
-6 + -9,-15
5 - 4,1
7 - 7,0
6 / 4,1.500000
9 - 2,7
-9 + -2,-11
3 + 7,10
2 + -8,-6
1 + -3,-2
-7 / -7,1
5 + -5,0
4 / 5,0.800000
-1 * 2,-2
-2 - 4,-6
6 + 0,6
7 / 9,0.777778
0 * -7,0
-6 + -9,-15
8 + -9,-1
-2 + 1,-1
6 + 5,11
0 * -4,0
-7 / 3,-2.333333
-1 + 0,-1
5 * 0,0
5 * -7,-35
7 - -6,13
5 - -9,14
4 - 3,1
4 - -3,7
0 * 6,0
-3 - 0,-3
9 - 2,7
-9 / 4,-2.250000
-3 / -4,0.750000
0 / -2,0
-9 * 0,0
-2 + -1,-3
-7 / -2,3.500000
6 - 1,5
-9 * -4,36
8 + 4,12
9 / -6,-1.500000
-5 - 7,-12
0 + 0,0
8 - 0,8
0 / 6,0
1 - 5,-4
-7 + 3,-4
5 + 5,10
-6 * 7,-42
4 - -1,5
-1 + 9,8
-9 - -2,-7
-5 - 7,-12
-1 - 6,-7
5 * -2,-10
5 * -1,-5
8 * -4,-32
5 - -9,14
-9 / 2,-4.500000
4 * -8,-32
4 / -5,-0.800000
-9 + 2,-7
-4 - -4,0
-7 / -1,7
-9 + 0,-9
-2 / 4,-0.500000
3 - -7,10
-7 / -1,7
-1 / 5,-0.200000
-7 / 9,-0.777778
0 + 3,3
-8 / 5,-1.600000
4 + 4,8
1 * -7,-7
1 + 4,5
0 * 3,0
0 + 6,6
8 * 0,0
-8 - -2,-6
4 / 3,1.333333
6 / 7,0.857143
0 / 7,0
-5 - 4,-9
0 / 5,0
-7 + -5,-12
2 - 5,-3
9 + -6,3
4 / 4,1
-1 * -9,9
-1 - 2,-3
0 - 8,-8
-7 / -5,1.400000
3 * 0,0
-9 - 0,-9
7 + 6,13
-6 - -7,1
-9 - 2,-11
5 + 1,6
0 - -5,5
7 - 2,5
-7 - -8,1
0 - 0,0
4 + 0,4
0 * 2,0
-8 / -7,1.142857
-6 * -6,36
-7 - -2,-5
7 + 0,7
2 + -3,-1
3 + -5,-2
1 / 4,0.250000
8 - 3,5
1 * -7,-7
-4 + -9,-13
6 / -4,-1.500000
8 * 7,56
6 + -6,0
7 / 3,2.333333
-4 / 0,-inf
8 + 9,17
0 / -4,0
-7 * 7,-49
0 + -7,-7
-3 * 0,0
7 - -7,14
9 / 2,4.500000
-7 / -2,3.500000
5 - -7,12
-9 - 3,-12
2 * -2,-4
7 - 0,7
-7 - 7,-14
5 * 1,5
0 - 5,-5
-7 * -6,42
0 * 7,0
2 / 3,0.666667
-5 / -8,0.625000
8 * 2,16
3 / 9,0.333333
-7 * 6,-42
2 + -6,-4
-2 + 4,2
9 / 1,9
6 / -2,-3
1 * 7,7
8 * 5,40
-4 + 1,-3
9 - 9,0
8 - -5,13
-1 + -4,-5
5 - 9,-4
7 / 6,1.166667
-6 / -5,1.200000
2 / -4,-0.500000
0 - 5,-5
9 + 2,11
-8 / -3,2.666667
7 + -5,2
-3 / 7,-0.428571
3 / 0,inf
-7 * -3,21
0 * 6,0
-7 / 7,-1
2 + 0,2
5 + -1,4
-9 / -7,1.285714
0 / 2,0
5 - 4,1
-2 / 3,-0.666667
-3 / 6,-0.500000
9 / -5,-1.800000
0 - 7,-7
-5 / 1,-5
-5 * -3,15
-6 / 1,-6
-9 - 8,-17
6 + 4,10
3 / 3,1
3 * 0,0
-7 + -5,-12
4 + -9,-5
4 - 9,-5
-6 * -1,6
7 * 2,14
7 - -6,13
-2 + 1,-1
-2 + -1,-3
0 * 0,0
0 + 9,9
3 - 4,-1
0 - -5,5
9 + -8,1
-7 / 2,-3.500000
3 / 5,0.600000
-3 / -1,3
-2 + 6,4
-7 * -9,63
-7 * -7,49
0 + -2,-2
2 - -6,8
8 + 5,13
5 + 1,6
7 * 9,63
-1 * -3,3
3 * 7,21
-8 - 2,-10
0 + 0,0
-3 / -5,0.600000
-1 - -6,5
-3 + -7,-10
-9 + 4,-5
-5 / -8,0.625000
4 * 1,4
0 * 4,0
3 - 5,-2
0 - 0,0
4 - 9,-5
-3 - -7,4
9 + 0,9
3 + 5,8
-1 + 7,6
1 * 5,5
4 * -9,-36
9 + 5,14
-3 - 4,-7
1 + 7,8
4 + 6,10
-6 * -4,24
-5 - -3,-2
-2 * -4,8
-5 + -2,-7
8 - -3,11
4 + 0,4
7 - -2,9
4 + 4,8
9 + 2,11
7 - 4,3
5 / 1,5
-3 + -6,-9
9 / -9,-1
0 - 9,-9
-1 * 0,0
5 * 3,15
7 + -1,6
1 * 5,5
-6 - 2,-8
-3 * 0,0
-5 * 4,-20
1 / 9,0.111111
1 - -6,7
-2 + 2,0
1 * 3,3
-3 - 8,-11
-5 - 1,-6
-6 - 2,-8
2 + 7,9
-5 * 8,-40
0 / -3,0
0 + -5,-5
0 * -5,0
7 - 5,2
-6 / 2,-3
-8 - -4,-4
7 - 4,3
-7 - 1,-8
7 + 8,15
-6 - 9,-15
9 - -2,11
1 / -6,-0.166667
-6 + -9,-15
0 - -9,9
-5 / 5,-1
8 + -9,-1
-9 - -3,-6
-1 + 6,5
1 * 0,0
1 * 3,3
5 + 1,6
5 * 2,10
1 / 8,0.125000
8 - -7,15
0 * 8,0
3 * -8,-24
-8 / 8,-1
7 / -8,-0.875000
4 - 9,-5
-2 + 9,7
3 / 1,3
4 + 0,4
-3 * 0,0
-4 - 5,-9
4 / -1,-4
-9 * 8,-72
7 - 2,5
5 + 0,5
0 + 7,7
-2 * 0,0
4 - 0,4
-1 + 5,4
1 - 6,-5
2 + -7,-5
1 * -9,-9
-7 + -2,-9
-9 + 3,-6
-8 - 3,-11
9 + -5,4
0 * 9,0
0 * -6,0
-6 + 3,-3
5 - -2,7
-5 - -9,4
9 - 0,9
2 * 1,2
9 - -1,10
3 * -3,-9
0 * -7,0
-8 - 0,-8
9 + 0,9
-8 + -7,-15
4 - 8,-4
0 - 0,0
1 - 9,-8
8 / 3,2.666667
-4 + -7,-11
-9 / 7,-1.285714
-8 - -5,-3
-8 * -7,56
5 - -2,7
2 - -4,6
1 / 0,inf
0 * -4,0
-8 * 1,-8
-3 / -6,0.500000
-5 * -6,30
0 * -5,0
6 - 1,5
-6 * -2,12
-3 * 7,-21
8 - 1,7
6 + -8,-2
-7 + 3,-4
9 - 7,2
-6 / -7,0.857143
-4 - 9,-13
-7 * 2,-14
0 / 6,0
-2 - -9,7
5 * -7,-35
0 - 4,-4
9 - -4,13
-1 - 2,-3
4 - -3,7
3 * 5,15
-9 + 5,-4
9 * 4,36
6 - -7,13
-9 * -6,54
-4 / 2,-2
-7 / 0,-inf
4 / -4,-1
3 / 8,0.375000
3 / -3,-1
7 + 6,13
-4 - -3,-1
-6 / 0,-inf
1 + -9,-8
-7 / 9,-0.777778
0 + 3,3
3 / 5,0.600000
5 / 1,5
3 * 0,0
6 - 0,6
5 * -5,-25
2 / 1,2
9 - -3,12
-3 * 4,-12
3 - -2,5
2 / -9,-0.222222
9 / -6,-1.500000
-5 / 1,-5
-3 * -3,9
-5 * 7,-35
0 + 5,5
3 - -1,4
4 / 7,0.571429
9 + -1,8
-3 + 0,-3
-2 + 5,3
-3 / 2,-1.500000
0 + -1,-1
6 + -6,0
3 / -7,-0.428571
8 * -4,-32
7 * 9,63
-3 - -9,6
-3 * 2,-6
-9 * -9,81
8 / -1,-8
4 + -5,-1
4 - 3,1
3 - -5,8
1 / -7,-0.142857
5 * -4,-20
9 + 3,12
2 - 0,2
-9 + 6,-3
3 - 2,1
-4 * 3,-12
-7 + -7,-14
0 - -3,3
8 * 0,0
2 / 5,0.400000
7 + 4,11
-5 + 3,-2
