Equation,Answer
46 # -8 - 25,-371
-4 # -18 $ 32,96
-15 & -31 + 16,0.500000
27 $ 24 - 34,-10
37 # 34 / -2,-698.500000
-14 & -49 * 13,0.010989
48 $ 13 / 48,0.270833
-44 * 1 & 13,-1.692308
-18 + 10 $ 49,-294
21 % -6 $ -28,-280
-19 / -8 + -8,-5.625000
-1 % -40 & -23,0.021739
-13 % -49 # 8,-93
32 - 0 - -18,50
-39 * 20 + -25,-805
-30 % -9 - -17,14
38 * -10 % -26,-16
4 $ 5 % 4,1
-48 - -43 % -43,-48
-43 & -16 - 7,0.934783
-43 $ -39 / 31,-1.258065
-16 & 48 % -34,0.400000
30 & -44 / -33,11.250000
-17 % 0 # -45,nan
1 & 0 / 47,inf
-30 % -15 # -46,-138
40 / 5 # -38,-410
42 & 33 & -10,-0.031818
-27 - 6 # -26,201
-3 + 20 % -44,-27
8 + 49 & -31,-0.919355
18 % 13 - -41,46
34 # -17 - 43,-638
-14 % 47 # -39,-1371
-32 - -23 * -49,-1159
3 # -25 $ 41,0
36 + -20 $ -6,0
30 - 34 / 34,29
-34 # -46 & -41,-16.975610
28 - 22 & -26,-0.115385
-39 & -23 & -2,-0.211957
35 / 0 # -5,nan
-49 * 8 $ 5,0
-8 - -29 + -45,-24
22 + -23 - -15,14
-12 + -14 $ 6,0
3 $ -8 - 25,-9
-29 + 13 - -17,1
48 + -19 $ 4,4
-33 & -18 $ -35,0.235714
0 & -26 * 34,0
17 # -35 # 44,-30603
5 # -5 - 7,-42
-39 & 2 & 48,-0.101562
27 % 48 $ 22,22
42 % -46 + -13,-17
47 + 49 - -13,109
-21 - -14 # 40,433
-21 % 14 - -33,40
40 / 32 + -11,-9.750000
2 * 26 + -30,22
-21 & -44 % -41,3.500000
-18 * -19 / -47,-7.276596
23 / 47 * -15,-7.340426
45 - 43 $ 5,15
22 % -9 * -15,75
-47 $ 22 & 37,0
2 % 31 / -23,-0.086957
-11 * -44 / -36,-13.444444
-5 & -18 & 19,0.003655
-28 - -45 % -14,-25
14 % -31 * -44,748
33 + -19 * 24,-423
21 % 18 / 49,0.061224
29 % -21 * -19,247
-38 / -4 % 31,9.500000
18 & -20 - 28,-0.187500
29 & -34 - 42,-0.190789
35 % -25 / 2,-7.500000
-1 + 2 / -14,-1.142857
30 & -10 - 21,-0.483871
-30 & -13 % 6,-3
24 $ -21 $ 14,inf
7 # -29 - 48,-331
-43 - 35 / -49,-42.285714
12 % 0 $ -15,nan
25 # -41 * -15,16845
3 + -5 / -13,3.384615
-48 + 25 % 0,nan
19 & -5 % -25,-1.900000
-25 / 31 % 47,46.193548
-38 / 25 / 0,-inf
-24 + 38 - 28,-14
-25 & 28 $ 39,-0.160256
-17 & 0 $ -48,0
-29 * 28 % 24,4
0 - 4 $ -4,-4
27 & 44 * -8,-0.038352
-33 + 38 % -35,-65
1 - 18 & 30,-0.283333
-22 $ 32 / 16,0
-8 - 43 * -15,637
40 + -13 % 7,41
10 & -44 & 32,-0.001776
5 % -8 + 24,21
45 & 13 + -35,-1.022727
-19 % 16 * 43,559
-48 % -4 & 44,0
-25 $ 21 $ 42,-inf
-24 # 44 + 16,-932
29 % 2 $ 22,484
-27 % -17 # 38,-276
-36 & -14 & 2,0.321429
-15 $ -29 * -18,-17748
1 % -18 * -40,680
-40 % -5 / 34,0
31 & -27 $ 18,-inf
-38 # 0 % -20,-18
0 - -40 $ 21,21
40 $ 6 & 14,0.214286
47 / 6 + -7,0.833333
14 % 26 $ -29,58
14 + 48 - -24,86
-11 / 33 % 37,36.666667
22 # 37 % 14,9
-14 - -40 & -24,-0.541667
-31 $ 17 / -34,-0.500000
-44 / -38 % 5,1.157895
13 $ 36 # -19,38070
-29 # 21 - 36,-611
-44 # 3 / -6,27.833333
-14 / -6 # -12,-61.666667
-9 $ 19 $ -11,-11
10 * 44 * 4,1760
-26 & 0 - 9,1.444444
-41 - 32 + -45,-118
-5 + 19 - 11,3
-21 - -27 $ 16,48
2 # -48 - 20,-258
-10 $ -41 - -48,-157
41 & 9 / 18,41
-46 - 3 + -42,-91
26 / -14 & 47,-0.019757
35 - 47 + -3,-15
-6 + -39 & -29,0.775862
-42 / 9 & 5,-0.466667
31 $ -37 % 42,5
-7 % -15 & -30,0.116667
-22 % -2 * -6,0
-9 # 23 & -36,2.041667
-47 # -28 / 18,65.833333
22 / -9 # 46,23.111111
23 - 39 + -12,-28
-38 / 40 / -23,0.041304
-39 * -17 * -20,-13260
-6 # -46 $ 30,30
-20 # -42 + 38,732
-22 + 5 * 23,93
-13 * -15 # 43,8709
-34 $ 29 & 5,0
29 & 23 - -14,0.391892
-35 & 19 $ -27,-0.648148
-15 # -33 $ -15,0
-24 & -25 * 38,0.012632
20 + -31 + 18,7
0 & -42 & 0,nan
-33 # -38 & 19,29.131579
-2 $ 6 * 17,-5202
1 $ -40 % 48,64
31 % -8 % 8,7
-39 * -16 / -18,-34.666667
-12 & -13 / -43,-19.846154
34 & 8 & 40,0.026562
-19 $ 11 - -14,14
-17 # 36 # -39,19681
-37 % 34 & 17,0.911765
-11 * -49 - 35,504
-6 $ 0 # -6,-54
7 # -12 # 3,-443
45 + 46 * 35,1655
13 & 8 # 40,0.014509
31 / -38 - -23,22.184211
-30 + 48 % 30,-12
-43 % 4 & 6,0.083333
-36 # -32 + -27,993
-42 / -21 + 48,50
-23 & -39 / -46,-13.564103
-34 $ -27 + 46,19
46 % -30 % -44,-14
37 # -46 - 30,-1833
0 & -8 + 25,0
33 + -40 * 30,-1167
-28 - 9 % -32,-5
-26 & -3 $ -21,0.088435
17 - -37 - 17,37
-12 - 4 / -11,-11.636364
1 - 45 % -13,8
36 # 1 & -4,-9.375000
10 - -10 - -31,51
-20 - -1 & -11,0.863636
7 / -46 $ -28,-5152
-5 / 19 / 39,-0.006748
21 & 24 / 30,13.125000
34 - 0 & 3,5.666667
19 # 14 # -11,-3303
41 * 20 / 36,22.777778
30 # 17 * -16,-9456
0 - 20 + -44,-64
36 % 25 * -13,-143
23 % 18 & 1,2.500000
48 & 1 / 49,1176
-49 % -37 & -1,6
-20 + -41 * 34,-1414
-43 / 17 & 13,-0.097285
-49 $ -24 & 34,-0.352941
34 * 26 - 39,845
-49 % -25 # 33,-717
-25 & 3 & 34,-0.061275
43 $ 48 + 9,105
37 + 30 - -23,90
25 + -14 # 21,-220
-40 & -47 * 27,0.015760
20 $ 26 * -34,38896
30 + 8 % 5,33
36 & 11 + 21,0.562500
31 & 33 / -15,-7.045455
-1 % -28 # 46,91
-14 / -11 - -8,9.272727
-1 $ -49 - -36,-2365
36 & -27 # -44,0.017493
23 & 13 + -37,-0.479167
-37 + -49 $ -18,-18
-39 / -14 $ 14,84
-8 $ -20 $ -8,-8
-2 # 43 * -8,-328
10 $ 27 $ -43,0
-38 % -4 $ 19,-171
32 / -42 $ -48,-3024
-42 # -33 # 20,26205
32 # -49 - -44,-1639
-6 $ -45 % -30,-45
18 % 0 $ -21,nan
47 / -45 - 0,-1.044444
-27 + -38 + 39,-26
9 % -45 % -23,-13
-39 & -6 $ -18,0.361111
-42 / 34 / -27,0.045752
47 & -31 * -28,0.027074
-13 $ 34 / 0,-inf
-49 + 0 % 48,-49
-20 & -46 - 27,0.136986
-36 * -19 + 17,701
27 * 40 - 23,1057
28 / 1 / -46,-0.608696
-3 & -40 # -41,-0.001016
27 - -3 - -47,77
7 / -9 * 34,-26.444444
-45 $ -7 % -17,-7
29 - 14 + 4,19
39 + 9 - -48,96
-29 / 15 + -11,-12.933333
46 $ 1 * -1,0
11 % 35 - 19,-8
-2 # -22 * 29,-696
6 - -26 / 44,6.590909
42 + -17 # 47,-633
38 * -29 $ 27,0
0 + 12 * 12,144
-27 + 11 $ 41,-82
-25 # 13 - -23,-288
-21 # 5 / 40,-2.775000
-7 $ -14 & 34,-0.411765
-10 # 13 # -29,2741
-11 + -31 + -41,-83
35 - -37 / 24,36.541667
-34 + 11 # 9,103
15 % 10 + 25,30
0 $ 6 * 7,inf
-12 % 13 + 49,50
-5 # -24 # -32,-1429
38 + 0 + 22,60
-36 & -25 # 29,0.027149
-37 $ 46 # 0,-46
25 * -8 * 16,-3200
-31 # -23 + -20,593
-2 + -14 % -41,-16
-32 / -41 # 29,110.414634
-42 / -2 & -35,-0.300000
4 # 40 $ 45,45
-42 # -37 + -1,1400
4 + 18 # -7,-125
42 % -27 % -17,-12
28 - 1 / -8,28.125000
-41 $ -44 / 4,-11
-36 $ -40 & -14,2.857143
-19 % 13 * 9,63
28 - -38 # -39,-1299
39 - -12 * 40,519
24 & 0 / 37,inf
-6 + 31 & 10,1.250000
49 - -12 / 44,49.272727
-2 $ -16 * -36,-165888
-33 # 33 & -41,12.475610
-18 % -16 # 48,46
-28 / -17 - -19,20.647059
-21 & -15 / 40,28
17 % 30 & -9,-0.944444
31 / 21 % 24,1.476190
-7 * 13 / -16,5.687500
48 / 38 + -49,-47.736842
-6 * 30 # 34,-6198
-26 / 47 / -49,0.011290
-14 * 19 * -41,10906
2 & -35 $ 3,-inf
38 / 35 - 35,-33.914286
19 + -43 & -1,12
25 % 46 % -49,-24
-26 & -4 & 15,0.108333
18 - 14 # -32,548
-37 * -13 $ -17,0
23 & 41 & 37,0.003790
13 * 12 $ -48,0
-21 * -29 $ 8,8
45 # -49 - 12,-2319
49 - -33 & -39,-1.051282
-4 & 40 & 2,-0.012500
42 * 40 $ 16,16
-13 - -7 $ 38,-228
-31 * -20 - -49,669
32 & -24 $ -40,-0.200000
-8 % -17 + 40,32
14 + 14 # -33,-533
-22 - 25 - -16,-31
-7 * 37 & -30,4.316667
-49 + -17 - -23,-43
20 $ 49 + 48,195
-27 - 44 / 7,-33.285714
-43 # -1 * -47,141
0 * 1 # 44,132
-16 % 8 & -24,0
48 & -7 & -47,0.036474
-49 - 33 / 34,-49.970588
44 - 6 & -15,-1.266667
-38 % 39 & 38,0.013158
-15 + -16 & -39,0.397436
32 & 22 & -48,-0.007576
44 - 31 $ 11,11
42 / -33 $ -35,-980
18 * 34 - 6,606
-36 * 19 # -21,13617
10 # 5 + 7,82
22 - 12 - 49,-39
-41 - 16 * -28,407
-34 + -5 $ 36,0
-19 $ 30 - -30,0
-34 % 4 + -42,-40
32 # -23 % -48,-5
13 * 5 / -8,-8.125000
44 * 15 / 17,38.823529
-40 * 16 / 21,-30.476190
-8 + -21 - 46,-75
2 + -23 $ 48,-96
-41 / -3 % -46,-32.333333
29 $ -36 & 32,0.562500
-35 * 21 % -16,-15
11 - -28 * -40,-1109
-37 + 44 * -3,-169
-6 / -8 & 9,0.041667
6 # -43 - 45,-426
37 * -17 # -20,11891
45 $ 15 * -45,10125
25 $ -17 + -42,-42
-29 * -31 & -7,-64.214286
-20 $ -17 & 9,-0.944444
34 + -15 * -42,664
38 / -32 + 44,42.812500
10 & 32 $ 8,0.625000
-12 $ 13 % -12,-11
10 + -7 * -36,262
-15 * 10 # 2,-444
-34 $ -44 % -33,-11
31 % 5 + -25,-24
6 / 44 + 27,27.136364
46 & -48 - -7,-0.560976
-36 % 24 + -49,-37
35 $ -15 % 11,7
0 + 41 $ 14,14
-1 $ 31 # 4,-27889
8 $ 8 & 44,0.090909
-47 + 34 $ -45,-180
-35 * -34 # 9,11927
-44 / -38 # 23,96.789474
-36 $ 31 % -49,-18
39 + -43 * -19,856
-44 % -29 & -48,0.156250
-23 - 47 $ 32,0
26 + -35 $ -41,-205
25 - 44 & 20,-0.475000
-2 $ 8 / 20,0
8 * 29 + 35,267
48 $ 17 / 0,inf
-1 & -20 $ 33,0.015152
16 / -21 & -6,0.063492
-16 + -49 % -41,-24
17 / 9 - -27,28.888889
11 # -2 + -22,-39
-30 * 7 # 8,-1866
25 & 17 - 44,-0.462963
-48 $ 48 # -19,-18420
31 * 6 / -33,-5.636364
-23 * -37 / -24,-35.458333
-34 $ -4 & 8,-0.250000
22 - 29 & 18,-0.194444
15 * -1 + 47,32
14 * -26 % 8,4
26 & -22 % 20,0.722222
10 # 17 + -25,206
-41 & -46 # -40,-0.012246
-15 # -22 * -20,-4980
-5 - 37 $ -37,-37
44 / 46 / 45,0.021256
-19 $ 48 & -13,3.692308
2 + 21 % -24,-1
-36 & -24 # 6,0.120000
-16 / 42 - 11,-11.380952
29 & 30 $ 46,0.157609
-1 * -30 * 4,120
10 - -46 * -27,-1232
-38 - -26 & 45,-0.133333
-5 & -43 # 28,0.002150
-4 * -17 - 43,25
24 # -48 & -39,16.307692
-5 / -41 # 46,143.731707
43 % 26 + -46,-29
42 / -46 * -16,14.608696
-4 % -41 - -16,12
4 & 41 / -48,-2.341463
20 # 23 / 48,11.437500
35 % -29 * -32,736
-10 % 6 / 20,0.100000
33 % -46 + 16,3
34 / -17 # 4,2
-25 % -48 / 41,-0.609756
20 / -24 / 23,-0.036232
-48 * 4 & -20,4.800000
-28 $ -15 $ 38,-76
8 $ 0 # 14,252
0 # -36 + -25,-133
-2 * -19 * 45,1710
29 / -12 $ 0,0
-16 + -17 + 19,-14
14 $ 31 % 0,nan
-5 * 0 & -30,0
-13 # -6 # -20,-953
22 * -40 - 32,-912
28 & -32 * 45,-0.009722
13 * -2 - 34,-60
16 # -44 - -11,-809
-9 - 36 % 39,-45
-19 # -18 $ 4,4
11 & -5 & 7,-0.078571
-17 $ 34 + -26,-94
46 - 27 - 42,-23
33 - 6 # -49,468
3 % 2 * -13,-13
-3 & 12 % 22,-0.125000
3 - -25 % -37,28
30 - -32 $ -28,0
30 / 34 * -6,-5.294118
22 / -10 $ 18,-144
13 % -47 / 24,-1.416667
-20 - -33 + -29,-16
18 & -27 - -15,-0.750000
-2 * -25 % 19,12
29 & 24 - 6,0.805556
-11 & -25 * -42,-0.005238
16 % 0 - 40,nan
-28 + -3 & 25,-0.620000
-40 % 42 + 27,29
-39 - 29 / 3,-48.666667
45 * -39 $ 19,0
17 - 46 / 13,13.461538
-49 / 28 - -20,18.250000
-32 + -13 * 30,-422
21 # 23 $ 33,33
-15 - -22 * 49,1063
17 % -19 # -23,-25
11 % 46 & -45,-0.122222
48 $ -11 + -35,-35
15 & 0 + -39,-0.192308
4 / 27 + -27,-26.851852
-28 % -44 $ -49,-98
-1 * 2 & 23,-0.043478
-38 - -26 - 29,-41
-40 - -18 & -16,0.687500
-32 / -44 + -42,-41.272727
14 # -38 $ -37,-37
21 - -5 # 41,108
-26 / 33 % -44,-0.787879
7 $ -37 # 31,169105
-18 - -42 & 23,0.521739
49 + 16 / 3,54.333333
30 * 26 % -15,0
13 # -15 / 8,-28.375000
44 * -14 - -47,-569
-29 % 48 & -16,-0.593750
-38 $ 38 + 41,3
14 * 10 # -19,-2577
-28 - -36 $ 23,69
-27 % -15 + 21,9
37 & -41 % 7,18.500000
-16 # 24 + 23,-305
-21 % -5 * 9,-9
20 / 15 - 21,-19.666667
20 + 45 # -27,-1231
-28 * -28 $ 20,20
49 + -37 $ 19,38
41 % 17 % 24,7
-38 # 8 & 36,-4.416667
-4 * -25 % -4,0
20 & 0 + -25,-0.400000
29 / 4 $ -13,13
-34 % 42 + -6,2
-33 # -20 $ 45,45
0 $ -36 - -26,inf
28 + 16 % -15,14
-21 + 37 * 40,1459
4 # 22 & -15,-5.266667
-16 + -15 + 23,-8
16 $ 4 * 39,1560
20 / 10 # -7,-33
-16 / 34 % -21,-0.470588
7 + -9 + -28,-30
14 & 21 & -4,-0.041667
11 + 49 + 43,103
-41 $ 15 $ -41,-inf
2 # 20 + -16,86
28 + 40 * -7,-252
-44 $ -22 + 22,0
7 + 32 $ -31,0
-20 * -11 / 35,6.285714
22 % -35 % -6,-1
-29 % -37 + -13,-42
-16 $ -21 - 18,-60
41 % -19 & 24,-0.333333
39 - 30 / 7,34.714286
21 % -41 % -48,-20
23 # -21 - -41,-482
-46 - -25 / 42,-45.404762
15 - -6 * -14,-69
38 % -46 / 2,-4
-31 # -1 % 4,1
44 / 0 * 45,inf
-32 $ 4 # -24,-984
46 & 49 - -47,0.239583
-2 % -6 % 23,21
-37 - 36 % 0,nan
34 / 31 % -41,-39.903226
-30 / 32 / 24,-0.039062
35 $ -3 % 34,31
36 + -48 $ 38,-114
1 # -2 # -41,157
-45 + 1 # -23,-136
-49 - -36 * -2,-121
-28 & 9 / -7,10.888889
38 $ -28 - 20,-20
9 * 0 * -9,0
36 + 23 + -37,22
-2 / 31 # -27,-79.322581
29 * -21 & -3,101.500000
-26 % 3 + 8,9
-36 & -29 # -12,-0.063604
-45 / -30 - -30,31.500000
-44 * 46 * 30,-60720
-43 - -15 & 22,-0.636364
33 % 26 # 18,187
42 - -8 & -42,-0.595238
32 # 19 # -41,-28003
-10 - 8 $ 42,-84
-49 # -7 % 14,7
-47 % -19 + -11,-20
0 - 43 $ 45,-45
11 * -12 # -6,642
16 - -26 + 0,42
49 # -39 & 28,-35.339286
17 % 46 $ 18,36
44 & 47 - -12,0.372881
-18 & 34 / -13,3.441176
-37 - 12 $ 23,0
13 $ 48 # 17,64965
-6 $ -31 + -8,-194
-31 - 32 / 6,-36.333333
-30 # -13 - 34,287
-4 % -41 / -21,0.190476
16 / -17 * 8,-7.529412
14 & -47 - 24,-0.098592
44 % -11 * -4,0
39 / 38 / -16,-0.064145
-32 # 11 - -41,-310
-25 & -38 $ 9,inf
-17 # 35 % 41,26
6 % -12 # 38,-120
-29 + 32 & 38,0.039474
11 - -4 $ -49,147
14 + -29 % -45,-15
45 # -43 - -12,-2007
14 $ -28 * 5,1400
-42 % -42 - 11,-11
40 $ 19 $ 39,117
-15 / 19 $ -19,-475
36 $ 7 # -12,339
36 / -21 * -2,3.428571
34 # 2 # 10,1218
-33 & 23 % -12,16.500000
28 / -8 * 41,-143.500000
-1 - 37 + 34,-4
-35 # -6 & -18,-4.361111
-1 $ 6 # 42,-147456
-44 % -17 % -49,-10
-13 $ -37 % -7,-2
4 $ 13 * -37,57720
0 % -35 * -21,0
-16 + -46 % 9,-8
29 * 32 % -21,-17
17 % -47 % 30,0
-36 # 2 / 1,-102
-27 * 34 + -1,-919
24 # -20 / -43,12
32 + -40 % 24,40
-18 + 21 # 1,27
42 + -39 # 0,3
14 % -38 & -41,0.292683
49 + -32 % -39,17
25 % 5 & 5,0
8 & 2 % 33,2
0 # 11 + -12,21
-34 $ -42 - 37,-121
47 % -36 - 6,-31
-40 & 20 * 2,-0.500000
-28 % 15 # -15,-73
13 / 31 - 34,-33.580645
-45 # 22 * -25,24225
32 / 3 % -17,-6.333333
23 $ 11 # 17,2739
3 # -34 % 30,9
-40 & -13 % -13,-inf
-34 % 38 + -36,-32
20 - 13 / 44,19.704545
28 % 3 / -5,-0.200000
19 # -26 % 29,27
2 $ 37 # -13,116403
-42 % -41 * 26,-26
-7 * 45 # 36,-11547
40 * 24 % 10,0
-45 * 23 + -16,-1051
-16 $ 21 % -49,-56
-11 - 29 % -23,6
26 $ -28 & 12,1.166667
28 - -40 & 0,inf
0 % 13 / 20,0
20 + -16 # 37,-477
33 + -24 # -14,303
11 % -36 & -12,1.041667
-11 & 48 + 34,-0.067073
32 + 25 / 14,33.785714
-43 & 31 + -4,-0.796296
28 # 28 * -9,-8064
-19 * 39 - -24,-717
21 # 0 % 23,21
-28 - -48 - -24,44
46 $ -24 - 49,-49
28 $ -19 % -37,0
11 % 2 * -4,-4
-6 - -48 $ -29,0
48 * -18 # 37,-32721
4 + 10 % 0,nan
1 * 10 % 0,nan
41 $ 13 % -1,0
-26 & -40 - 27,0.194030
-6 & 27 % -28,3
-8 & -29 + -22,0.078431
-24 # 15 + -11,-350
-14 # 34 + 45,-343
-17 % 4 * 13,39
41 - -5 % -10,46
-23 * 35 % 25,20
2 $ -39 / 13,3
32 $ 33 % 1,0
-3 & -10 + 1,0.166667
-25 - 44 - -43,-26
14 % -47 & 30,-0.550000
-44 / -24 + 14,15.833333
1 + -3 & -2,0.500000
38 $ 49 % -15,0
-31 * 1 * 33,-1023
-8 / 13 / 12,-0.051282
-35 # -5 & 11,5.681818
-4 + -9 * 32,-292
-49 $ -17 % -26,-17
42 + 49 - 8,83
5 + -26 / 28,4.071429
49 / -45 + -48,-49.088889
12 * -33 / 24,-16.500000
-34 / -21 * -24,-38.857143
22 * 0 / 40,0
41 * 14 * -2,-1148
43 - -43 / 10,47.300000
-24 + 45 - -12,33
28 + -24 * -41,1012
10 / -38 * 42,-11.052632
2 / -26 $ -7,-637
40 * -21 * -42,35280
-6 / 27 $ -21,-1995
-33 - -29 % -27,-31
-31 % -23 / -49,0.163265
-4 & -4 & -7,-0.035714
48 / -16 + -30,-33
34 * 8 * -23,-6256
20 # -14 $ -38,-38
14 - 47 # 19,-983
46 * 2 # -24,-2188
45 + 40 # 23,1074
-28 - 43 # -41,1815
-11 % 44 * 40,1320
9 $ -40 - -32,192
0 / 47 $ 16,inf
-10 + 10 - -3,3
24 - 4 - 47,-27
-28 * 13 - 40,-404
-37 % -49 # -47,1561
20 / -48 % 30,29.583333
-21 - -28 + 8,15
-46 $ 15 # 49,-17043
35 & -33 $ 14,-inf
-15 - 30 & -17,1.323529
-44 % 2 $ -17,inf
-35 - -45 + 21,31
-30 / 39 * 43,-33.076923
15 + -35 $ 1,0
18 / -33 + 1,0.454545
41 $ -36 # -27,17955
1 - 14 - -17,4
44 # 41 / 41,48.073171
-19 $ 24 * 26,-19968
29 + -6 $ 23,23
-36 * 19 / -38,18
42 & 9 - 34,-0.840000
-22 & 2 # 30,-0.072368
-24 * -2 # -24,-1176
13 & -12 & -36,0.007523
15 & 45 + 48,0.080645
-25 / -14 + 9,10.785714
-6 * -39 / 43,5.441860
-5 * -33 & -30,-2.750000
40 $ -21 # -14,1386
-13 & 23 / 2,-0.565217
-14 - 49 % -4,-11
-29 # 38 % -25,-17
0 $ 49 + -19,inf
-19 & 10 % 28,-0.950000
-21 # 49 # 33,-30603
8 % -23 * -26,390
-37 / 21 & -8,0.110119
-15 $ 49 % 7,0
-25 $ 31 - -49,18
-45 $ -5 - 19,-24
-25 + -11 * -4,19
7 % -36 * 19,-551
-45 * 16 / -26,27.692308
24 * 44 & -17,-31.058824
15 - 29 # -35,1106
22 - -6 + 24,52
-8 / 26 * -16,4.923077
-14 * -34 * 20,9520
-37 $ -14 - -32,18
-39 # 28 & -37,14.148649
-21 * -44 - 43,881
0 - 39 * -34,1326
-4 & -3 + 23,-0.100000
8 & 0 & -12,-inf
-24 # 39 + 14,-829
-26 * -24 - -38,662
2 / -40 + -17,-17.050000
-32 % -47 - -27,-5
-43 & 38 % -46,2.687500
47 + -23 + -39,-15
-37 / -9 * -20,-82.222222
37 & 11 + 42,0.349057
-4 # -48 # -42,-1930
12 * 39 * -19,-8892
42 # 28 - 17,1285
34 + -49 * 22,-1044
-43 / 18 * -10,23.888889
6 - 0 + 6,12
9 & 22 $ 7,0.642857
-13 $ 15 / 18,0
-10 % 4 & 20,0.050000
28 - -49 & 29,1.327586
-3 - -14 & -42,-0.130952
-27 / 11 % 0,nan
-39 % 10 $ -41,1681
15 / -4 * 42,-157.500000
42 % 31 + -19,-8
-15 $ 27 $ -47,-94
41 * 45 % -44,-3
49 + -6 # 17,-8
39 + 9 + -19,29
15 & -46 / -28,4.565217
19 + 24 $ 42,42
38 # 29 & 42,14.607143
15 - -1 + 43,59
22 % 6 # -41,-283
-19 * 34 + 40,-606
-23 + 38 / 1,15
27 & 40 * 46,0.007337
-3 * -47 $ 36,36
-25 $ -14 & -9,0.777778
46 # 33 * -47,-78161
-21 $ 10 * 9,-360
0 % -17 / 29,0
-38 % 41 + -38,-35
12 % -6 / -37,0
20 * 35 + 34,734
-47 + -10 & -1,28.500000
13 $ -39 % 17,12
-44 # 42 - 0,-1766
16 % 25 / -15,-1.066667
41 - -49 & 21,2.142857
11 & -29 * -46,0.004123
13 + 5 + 1,19
39 & -44 % 20,1.218750
49 # -6 % 6,1
7 - 41 / 42,6.023810
-7 - -13 $ 33,198
25 & 2 * 5,1.250000
27 + -47 & 48,-0.208333
20 * 7 $ -10,0
-16 % 9 / -1,-2
-19 # 5 # -21,1917
-8 & 41 & -26,0.001876
-27 % -22 - -38,33
-22 % -5 $ -49,-1225
-22 - 46 + -8,-76
-6 % -30 - -41,35
28 + 37 + 34,99
37 + -45 % -4,36
42 - -44 * -16,-662
-19 * -2 & 0,inf
