Equation,Answer
49 % 47 % -25,-23
-26 / -16 / -7,-0.232143
46 + 45 % -30,31
42 % -25 % -19,-8
-2 * 21 - -19,-23
-6 % 12 / -18,-0.333333
22 * -47 - -7,-1027
-36 - 22 % -6,-34
0 / 37 - 19,-19
-29 - -26 / -34,-29.764706
44 - 17 - -5,32
-48 / -34 % 26,1.411765
32 % 6 - -45,47
45 * -33 - 4,-1489
-22 % 25 * -10,-30
10 % -23 % 25,12
30 - 9 / -16,30.562500
-23 % 15 + -3,4
19 / 34 * 7,3.911765
35 + -8 % 11,38
0 - 9 - 13,-22
-23 + -42 + -6,-71
-43 / 24 / 0,-inf
26 * -19 / 9,-54.888889
6 * 37 + 0,222
7 * 44 * -18,-5544
1 - -2 * 12,25
-48 * -39 % -32,-16
-44 - 15 / 10,-45.500000
26 - -2 + 16,44
-2 % 40 * 43,1634
-13 % 1 / 34,0
13 + -17 % -6,8
-16 - -41 / 28,-14.535714
5 + -7 + 18,16
21 / -42 + -17,-17.500000
37 - -45 * 29,1342
19 / 8 % -10,-7.625000
-12 % 5 / 12,0.250000
-39 * 36 - -33,-1371
-3 + -11 % -35,-14
-45 % 44 * -19,-817
-7 * 38 * 20,-5320
46 * -9 * 33,-13662
27 - 34 + -36,-43
-49 % 32 + 46,61
-22 / 10 - -15,12.800000
23 + -49 % 17,25
-41 / -16 * -42,-107.625000
44 / -8 + 40,34.500000
-1 - -5 + 20,24
48 / -42 % 22,20.857143
34 / -27 * 30,-37.777778
-13 - 40 / 0,-inf
-7 % -41 + 23,16
-44 + 24 - -47,27
-39 * -36 * -36,-50544
43 - 19 + -27,-3
3 * -4 * -32,384
3 / 21 % -35,-34.857143
48 / -44 + 13,11.909091
-11 % 9 * -23,-161
3 * -14 % 18,12
-38 + -28 / -33,-37.151515
-20 / -18 + -2,-0.888889
-38 + -24 / -38,-37.368421
19 / 47 + -39,-38.595745
6 / -28 + -2,-2.214286
23 * 45 / -14,-73.928571
27 - -47 + 12,86
28 * -6 % -24,0
-19 / 7 / -48,0.056548
46 + -49 % -37,34
-5 / 1 / 46,-0.108696
-35 - -26 + -10,-19
1 * -25 % -35,-25
-13 % 14 * 48,48
42 / -3 - 21,-35
21 - -12 - -18,51
0 % -47 * -46,0
-16 - -11 - 30,-35
-28 % 12 % 6,2
47 - 6 * -34,251
-29 - 23 + 27,-25
-45 % 40 * 24,840
25 / -34 % -19,-0.735294
-27 / 29 + 48,47.068966
-32 / -24 - 4,-2.666667
37 + -17 + 5,25
-32 - 8 * -32,224
-13 * 41 % -13,0
-22 - 1 * 5,-27
-1 * -37 * 25,925
-3 / 12 - -25,24.750000
13 + -11 + 2,4
48 / -27 % -2,-1.777778
-20 + 0 % -41,-20
-47 - -8 % 17,-56
11 % 38 / 10,1.100000
-47 / -44 - -27,28.068182
-48 + -44 / 26,-49.692308
-1 - -30 + -7,22
-17 - -37 / -8,-21.625000
-24 / 30 % -14,-0.800000
7 + 16 * -49,-777
-34 * 46 % -7,-3
41 * 44 - 14,1790
-43 - 44 - 30,-117
-28 - -14 * 20,252
-5 + -18 % 12,1
-2 % -31 / -46,0.043478
0 + -13 + 10,-3
-30 * 20 / -49,12.244898
18 - 10 * 25,-232
-9 + 8 % 10,-1
-49 / -31 % -42,-40.419355
13 - 19 * -48,925
-14 / -37 + -16,-15.621622
-31 + 1 / 14,-30.928571
22 + -11 * -14,176
-38 / 48 % 26,25.208333
46 % -6 - -15,13
32 / 2 / 9,1.777778
39 - 20 % -46,65
20 - -34 * 22,768
31 - -48 % -16,31
30 * 45 - -46,1396
5 + 9 - 32,-18
0 * -14 - -21,21
-23 - -36 * 13,445
-44 * 20 * -23,20240
-17 - 6 * 42,-269
48 + 22 - 7,63
-15 * -35 % 45,30
6 + -49 - -48,5
-1 * 17 / 16,-1.062500
44 % 10 / -30,-0.133333
1 / -32 + -37,-37.031250
-48 * 0 - -42,42
8 % 17 + -24,-16
24 - 20 + 18,22
13 + 32 + -6,39
-36 / 27 - -35,33.666667
-32 % -24 + -18,-26
-45 * 12 % 0,nan
43 + -15 - 10,18
32 - -28 * -13,-332
-46 / 32 + -21,-22.437500
6 % -37 * -45,1395
6 + 20 - -46,72
-48 / -4 / 21,0.571429
21 - -8 / -16,20.500000
-31 * 49 % 5,1
28 % -45 - 21,-38
45 * -10 * -30,13500
13 / 47 % -16,-15.723404
25 * -7 / -36,4.861111
-6 / 22 / 40,-0.006818
44 * 13 * 48,27456
14 + 37 + 40,91
-37 - 16 % 28,-53
17 + -35 - -30,12
-11 % 13 / 8,0.250000
-46 % -25 % -6,-3
14 % 17 % 33,14
-3 % -5 % 0,nan
-16 % -47 % 32,16
-36 % 32 * -23,-644
46 - -8 * 39,358
37 * -43 % 35,19
-11 * -35 / 45,8.555556
-34 * -48 - 34,1598
7 / 5 * 16,22.400000
31 % -38 / -14,0.500000
-5 / 44 * -43,4.886364
-6 % -40 * -30,180
-28 / -14 * -3,-6
-7 / 14 % -30,-0.500000
-31 - -14 / 17,-30.176471
-25 * -20 % -45,-40
19 - -46 % -31,34
49 % -15 % -31,-11
32 / 36 + -9,-8.111111
24 - 4 % -48,68
40 + -15 * 15,-185
-30 - 18 - -24,-24
16 * -6 * 46,-4416
-45 / 17 % 14,11.352941
-22 * 47 * 47,-48598
19 - 30 + 31,20
16 + -43 / -21,18.047619
0 / -46 * 21,0
-37 % 24 / -2,-5.500000
41 % -48 % 4,1
35 + 13 * -14,-147
-15 - -14 - 3,-4
18 / -46 - -36,35.608696
-43 / -42 * 20,20.476190
11 % -23 / -7,1.714286
10 / 5 * -44,-88
11 - 21 - -30,20
-33 % -12 / -7,1.285714
9 % -43 % -49,-34
14 * 22 + 18,326
8 % -28 / 38,-0.526316
-36 - -43 + 21,28
-3 / 10 - 45,-45.300000
-33 - 10 + 46,3
-24 * 47 % -27,-21
7 * 0 * -45,0
-30 + -35 % -48,-65
-20 % 1 % -40,0
6 + 12 / -25,5.520000
-44 - 40 / 7,-49.714286
-47 % 17 % 4,0
-42 - -33 * -7,-273
-1 - 42 / -8,4.250000
35 / -32 / -37,0.029561
-11 - -36 * 5,169
25 - -41 * -25,-1000
15 + -35 / 43,14.186047
-25 % 27 * 26,52
-47 * -4 - -12,200
19 * 34 + -28,618
-35 % -22 / -23,0.565217
-45 - -14 - -47,16
-3 % -8 + -39,-42
47 / 41 - -12,13.146341
44 % -30 * -42,672
11 / -25 - 31,-31.440000
41 + 4 + 10,55
0 + 11 * 44,484
13 * 12 * -2,-312
17 * 0 * -9,0
-42 / 7 - -12,6
2 % -36 / -7,4.857143
14 * 29 - 28,378
17 % 17 / -47,0
35 + -6 + -7,22
16 / -16 + -14,-15
34 % -37 + -4,-7
16 * 33 + -9,519
22 - 14 + 45,53
-23 / 35 * 0,0
14 % 41 / 4,3.500000
-41 + 21 % -11,-42
-30 + -18 + 20,-28
6 * 10 / -19,-3.157895
-33 % 26 + -11,8
-17 + 38 - -3,24
25 - 14 % 30,11
-5 % -37 / -24,0.208333
28 - 41 - 49,-62
37 + -34 - 31,-28
-37 % -33 - -22,18
-41 * -47 * 10,19270
-23 * 9 / 5,-41.400000
20 + -22 + 27,25
-3 % -42 % -30,-3
40 / -21 + 25,23.095238
-2 / 20 % -24,-0.100000
45 * -32 - -40,-1400
-23 % 45 / 47,0.468085
-5 / -41 + 42,42.121951
-34 % 9 / 1,2
-46 % -5 - -20,19
-48 + -33 / 34,-48.970588
30 - -43 * -19,-787
-47 / 28 * -27,45.321429
-34 % -30 % 45,41
-5 / -33 / 21,0.007215
47 % -45 / -16,2.687500
-3 * -7 % -19,-17
48 + -19 % 20,49
-21 + -17 - 22,-60
4 / 8 % 32,0.500000
-16 / -18 + 29,29.888889
14 - 43 + 42,13
0 - 5 % 25,-5
-39 + 5 * 0,-39
-18 / -41 * -42,-18.439024
-38 / 42 / 26,-0.034799
-46 % 19 / 41,0.268293
7 * -3 % 24,3
46 * 31 / 10,142.600000
-30 % -16 + -5,-19
-13 + 27 * -13,-364
44 % 7 % -29,-27
-32 * -45 + -39,1401
17 - -8 * 1,25
46 % 6 % 46,4
-33 / 10 % 43,39.700000
36 * -34 % -6,0
20 * 40 / -1,-800
-8 / 20 * 39,-15.600000
28 * -10 * 10,-2800
-18 % 0 - -7,nan
46 % 24 * 12,264
-24 % -21 * 48,-144
-8 - 35 * -34,1182
9 + -13 / -35,9.371429
-8 / -11 % 43,0.727273
1 / -2 + -1,-1.500000
34 + 21 * -31,-617
30 + 35 * 23,835
-37 % 8 * 20,60
-44 * -46 % -18,-10
-25 * -48 / 21,57.142857
-43 + -34 / 3,-54.333333
-16 + 3 - -48,35
26 + 17 % 18,43
-23 - -8 % 19,-34
37 - -29 + -30,36
28 * -42 * 20,-23520
23 / -35 * -40,26.285714
-33 - -47 / -31,-34.516129
-44 * 23 - 32,-1044
23 % 30 + 4,27
-30 + -11 + 44,3
43 / 12 * -28,-100.333333
9 - -48 - 25,32
-7 - 0 - -33,26
-15 - 47 / 25,-16.880000
-27 / -35 / 9,0.085714
-2 + -33 - 13,-48
29 % -12 % 12,5
17 * 26 + -1,441
18 % 6 - -11,11
42 - -12 + 0,54
22 % -24 / -7,0.285714
0 / -10 + 14,14
21 / -48 / -21,0.020833
-7 / -38 % 13,0.184211
2 % -31 / 18,-1.611111
19 % 44 % -17,-15
-3 - 31 * 24,-747
11 % 34 * -17,-187
-39 / 39 * -32,32
-36 / -43 * -7,-5.860465
-22 % 22 + -19,-19
-27 / -10 - 10,-7.300000
26 / 21 / 40,0.030952
30 - -7 / -29,29.758621
39 * 21 % -41,-1
-42 - -34 / -21,-43.619048
-27 % 32 - -31,36
-39 % 19 % 11,7
-21 + -18 / 4,-25.500000
-10 - 14 % 46,-24
32 % -36 - -40,36
-35 + 34 + -24,-25
-16 + 24 % 48,8
-11 / 38 + -43,-43.289474
-48 + -21 / 17,-49.235294
32 * -30 * -30,28800
48 / 11 - -3,7.363636
-23 - -43 * -6,-281
1 % -13 / -36,0.333333
45 - 28 + -16,1
-17 / -24 / 38,0.018640
-36 - -16 % 7,-41
49 / 42 - 27,-25.833333
26 * -32 * -26,21632
-41 * 23 % -16,-15
49 - 38 - 8,3
-17 * 32 % 33,17
37 * 26 + -40,922
-29 * -22 % 17,9
8 % -48 - -32,-8
-5 / -27 / 5,0.037037
21 % 2 - -16,17
-27 / -38 * -19,-13.500000
5 + -15 * 19,-280
-31 - -28 % 36,-39
4 * 35 * 12,1680
1 / 21 * 5,0.238095
30 % 24 % -39,-33
8 * 30 - -27,267
11 - -40 % -31,20
-1 * 36 % 49,13
-14 - -33 + 4,23
22 % -3 / -14,0.142857
-24 * 13 / 17,-18.352941
15 % 14 * 14,14
-38 - -31 / -35,-38.885714
-36 + -10 + 1,-45
4 / 43 - -43,43.093023
-18 % -16 - 11,-13
-10 / 37 % 22,21.729730
-28 + 30 * 29,842
-48 + 28 - -12,-8
37 * -8 * 14,-4144
-7 + 21 * -7,-154
-5 % -16 - 25,-30
-43 / -26 % 39,1.653846
30 % 20 % -10,0
13 + -5 + 34,42
41 - 9 - 28,4
26 / -10 / -47,0.055319
-18 % 5 - -35,37
34 % -27 % -27,-20
-7 * -25 % -44,-1
39 / 19 - -40,42.052632
-25 / 45 % -31,-0.555556
-16 / -49 / 40,0.008163
-26 / -18 * -18,-26
45 * 38 / 0,inf
-33 / 22 + -46,-47.500000
14 % -48 * -44,1496
17 + 6 * -16,-79
42 + 9 + 25,76
-49 / -39 * 17,21.358974
1 - 49 - 49,-97
-44 - -37 + 46,39
-23 * -18 / -48,-8.625000
-23 - -16 - -36,29
11 * 37 * 37,15059
-2 % 33 % -35,-4
7 - -24 - 29,2
-30 + 45 % -24,-33
25 / 20 % -10,-8.750000
-20 % -45 * 0,0
19 * -12 % 15,12
-40 / 21 + 17,15.095238
-1 % -22 / -5,0.200000
-40 + 30 * 24,680
-1 - -14 - -10,23
0 - 45 * 29,-1305
29 - 28 * 38,-1035
-13 - -31 % 22,-26
-44 % 35 + -33,-7
-5 % 45 % 36,4
25 * -31 - -4,-771
-25 / -48 - 5,-4.479167
-41 % 23 * 1,5
25 / 4 + 11,17.250000
-20 + 22 * -47,-1054
-35 + -31 % -13,-40
28 + -3 / 31,27.903226
21 % -3 - 8,-8
8 + -3 + 3,8
44 * 38 * -24,-40128
45 + -16 * -46,781
17 + 31 * 38,1195
25 % 41 / -26,-0.961538
-6 * -6 - 8,28
38 + -32 * -31,1030
6 * 17 % 46,10
-36 - -40 + 13,17
-41 + 17 / 47,-40.638298
-21 / 5 % -16,-4.200000
49 + -27 * 12,-275
-35 - -48 % -13,-26
17 - -23 / -19,15.789474
5 % 3 + -10,-8
23 / -19 * 23,-27.842105
1 % 47 - 36,-35
27 * -15 + 20,-385
21 / -15 * 19,-26.600000
-31 + 23 % 47,-8
-23 + -8 / 15,-23.533333
0 % -14 / -46,0
0 / 20 + 16,16
37 + 0 - 48,-11
36 / 3 % 15,12
-47 + -3 * -20,13
-35 - 22 + -32,-89
40 * -5 * -3,600
-4 * 29 / 15,-7.733333
0 * 46 + 43,43
11 * -48 % 37,27
-29 - -49 + 32,52
42 % -20 * -29,522
-1 - -24 + 22,45
6 % 4 * -42,-84
-37 + 21 - 39,-55
41 * 27 % 1,0
10 % -14 * -41,164
-15 / -43 % 41,0.348837
16 % 4 % -12,0
26 - -17 % -35,43
15 / -36 % -27,-0.416667
3 + 0 + -4,-1
-35 * -15 % 44,41
19 * 2 % -36,-34
-32 + 7 % 21,-25
-23 / 34 / 37,-0.018283
15 - 0 / 49,15
-12 + -25 % 9,-10
-40 * -21 + 31,871
-16 + -11 - -20,-7
37 / -9 / -25,0.164444
3 % -15 * -21,252
10 % -29 * 36,-684
-12 - 15 % -41,14
-20 / 36 - -38,37.444444
2 % 22 % -12,-10
37 % 1 / 28,0
-3 - 7 + 0,-10
36 / -44 % 8,7.181818
19 / 35 / 31,0.017512
3 - 0 - -40,43
0 - -40 % -44,40
-3 % 15 * -41,-492
10 / 9 * 49,54.444444
19 / -48 % -4,-0.395833
-8 % 23 % 19,15
8 + 4 * 41,172
-46 / -43 + -7,-5.930233
-39 + -21 * -43,864
27 + -31 * 38,-1151
40 / -44 - -37,36.090909
-43 - -32 % 21,-53
-20 / -33 / 10,0.060606
5 + -16 - -21,10
32 - 1 + -34,-3
26 / -1 - 21,-47
0 / 9 / 25,0
-8 + 43 / 16,-5.312500
-3 % 7 * 48,192
27 - 34 * -49,1693
-7 / -12 - 29,-28.416667
16 / -11 / 31,-0.046921
44 / -1 + 0,-44
46 % -28 * -6,60
32 / 14 / 5,0.457143
25 + -25 + -38,-38
21 - 45 / -15,24
11 + -44 - -5,-28
-35 * -25 - -2,877
36 / 22 / -12,-0.136364
17 / 2 / 41,0.207317
33 + -10 * -18,213
-27 % 6 - -16,19
0 - 8 * -29,232
-47 * -38 / 28,63.785714
44 / -37 / -16,0.074324
-47 / 7 * -45,302.142857
40 * 42 * -23,-38640
18 % 18 - 26,-26
7 % -1 - 30,-30
41 / -9 * 7,-31.888889
8 / -31 - -17,16.741935
-42 % -40 % 2,0
42 - -34 / 12,44.833333
-33 / 25 % 43,41.680000
-6 - -28 - -39,61
30 % 21 - 5,4
-33 - 14 * 13,-215
30 + -16 - 1,13
-15 - 15 + -27,-57
-22 * 17 - -41,-333
-5 % -44 * -47,235
-8 % 4 - -15,15
-43 * 22 % 21,20
-24 / 8 / -2,1.500000
29 * 29 + 9,850
-33 * 32 + 25,-1031
1 * -26 - -3,-23
-1 * 18 * 43,-774
-10 * 27 % 24,18
-43 * -23 % 47,2
13 % -38 - 22,-47
-33 * 30 / -45,22
-3 % 28 - -16,41
16 + -19 - -21,18
-8 - -27 + 46,65
32 / 21 / -20,-0.076190
-5 * -31 + 23,178
-13 * 7 + 24,-67
-27 * -42 * 0,0
-13 / -2 / 36,0.180556
40 / -44 * -42,38.181818
0 - 24 - 18,-42
40 - -16 % 41,15
49 % -42 + 35,0
19 / 6 % 32,3.166667
26 + 30 % -23,10
-45 + -15 + 46,-14
17 / 24 / 7,0.101190
16 % 28 * 38,608
-1 / 1 + -26,-27
25 % 45 + 6,31
-47 % -18 * -8,88
-32 * 40 - 30,-1310
46 * 0 % -35,0
-19 - -27 - 28,-20
28 - 47 * -15,733
-24 + -28 - 39,-91
38 * 23 / 41,21.317073
15 % -19 * 14,-56
48 + -38 * -36,1416
29 % -16 * 44,-132
1 / 23 + 22,22.043478
12 % 16 + -39,-27
8 - 37 - 40,-69
-14 + -48 + -11,-73
0 / -18 * 15,0
-22 / -26 - -15,15.846154
37 - -26 / 12,39.166667
45 % 32 % -31,-18
-34 * -1 - 22,12
45 / -6 - -38,30.500000
-37 + 15 - -35,13
24 + -34 / 44,23.227273
-41 / -49 % -18,-17.163265
31 / -38 + -10,-10.815789
-49 - -49 - -6,6
38 * 41 / -29,-53.724138
0 / -34 * -14,0
49 / -49 - 46,-47
35 % 30 % 27,5
-27 - -48 + -26,-5
-3 * -15 + -18,27
-42 / -15 - -39,41.800000
-6 / 42 / -46,0.003106
-19 % 20 + -27,-26
4 + -17 / 31,3.451613
-41 + -3 / -36,-40.916667
-14 / 3 * -8,37.333333
-21 + 39 + 21,39
45 - -7 * -1,38
4 % 17 % 13,4
-31 % 23 * 21,315
-6 * 21 + 0,-126
-45 % -35 + 49,39
-19 + 44 + -18,7
-20 - -35 + 47,62
-21 - -5 - -44,28
-34 % -2 * -37,0
28 % -25 + 42,20
22 / -15 % -37,-1.466667
10 + 35 - 36,9
-26 * 14 - 12,-376
38 + 40 / 31,39.290323
4 % -19 - 39,-54
-42 % 26 - 38,-28
-49 * 21 - -32,-997
18 - -13 + -23,8
36 / -24 - -29,27.500000
21 % 17 - -28,32
14 / -36 * -35,13.611111
37 * 18 / 32,20.812500
-7 / 3 / -4,0.583333
0 * 28 % 32,0
3 * -12 % 26,16
-33 - -48 - 0,15
10 - -30 / -37,9.189189
23 * -25 % -20,-15
23 + 37 * 35,1318
41 % 0 + 12,nan
-19 / -38 * 17,8.500000
30 + 17 * 47,829
-43 % 5 - 45,-43
-33 / 21 + -19,-20.571429
40 + -21 - -41,60
-47 % -32 / 6,-2.500000
29 / -8 - 21,-24.625000
-2 * -29 + -13,45
-18 - -24 - -19,25
-27 % 49 % 34,22
8 * 0 - -23,23
2 % -43 * -37,1517
9 - 0 * 19,9
2 * -36 * -34,2448
5 + -37 / 4,-4.250000
46 + 39 + 7,92
27 - 19 - -34,42
-35 - -11 - -30,6
25 + -46 / 30,23.466667
-42 * -16 - -7,679
-24 * 2 * 13,-624
24 + 39 - -6,69
41 % -27 % 21,8
-45 * 35 % 40,25
19 - 10 + -15,-6
-23 - 44 % -24,-19
-7 * 31 % -22,-19
42 % -46 % 28,24
46 * -18 % 30,12
-8 * -43 / 5,68.800000
47 * -37 + -34,-1773
3 - -22 - -33,58
-19 + -16 * 23,-387
-24 / -19 / -17,-0.074303
-31 * -35 - 46,1039
-18 + 8 * -6,-66
49 + 14 / -19,48.263158
-12 - -30 + -12,6
11 * 38 - -40,458
41 * 23 - 27,916
10 - -45 * -18,-800
-29 + -44 + 26,-47
-25 - 44 - 46,-115
-47 * 7 + -17,-346
26 - -49 + -49,26
27 % -11 + 33,27
34 % -41 / -3,2.333333
-45 + -22 * -14,263
10 + 39 + -41,8
38 + 2 % -10,30
-45 - -40 % -1,-45
37 + 12 * 35,457
-2 / 12 + -23,-23.166667
-47 - -28 - -4,-15
-33 / -5 * 3,19.800000
-10 % -49 % -35,-10
48 % -42 / 0,-inf
42 % -2 + -11,-11
39 - -41 * 15,654
49 - -1 - 46,4
33 % -38 + -47,-52
9 * -14 + -44,-170
-28 + 38 - -37,47
-16 % -32 + -37,-53
-6 % 15 + 34,43
8 - -11 * 11,129
-41 - 43 - -29,-55
33 + 28 % -3,31
-13 / 32 / -21,0.019345
-19 % -3 % -39,-1
-37 / -26 * 11,15.653846
-22 - -40 + -36,-18
-14 + 25 + 42,53
-10 * 29 - 2,-292
4 - -1 - -16,21
48 + 40 - 40,48
-6 / -17 / -15,-0.023529
10 + 36 % 47,46
28 / 3 * -11,-102.666667
-6 - -32 * -38,-1222
-10 - -29 % 7,-16
-11 * -10 + -14,96
-27 / 29 - 35,-35.931034
47 + 40 - 22,65
37 / 36 * -27,-27.750000
12 + 48 - -11,71
-40 + 18 % 5,-37
-10 + 47 + -5,32
-44 + 20 - 7,-31
-15 % 3 / 0,nan
6 % 18 / -10,-0.600000
34 / -42 - 32,-32.809524
28 / 41 / 9,0.075881
37 - 26 - 13,-2
16 / 8 % 22,2
-1 - -7 - -35,41
-45 * 42 % -7,0
-27 + 45 % 47,18
-21 % 3 / -12,0
30 + 40 / -17,27.647059
44 - 20 + 32,56
11 / -29 * -3,1.137931
23 % -45 - 34,-56
45 + -10 - 0,35
1 - -33 - 5,29
17 * 42 * -45,-32130
-12 / -6 - 11,-9
26 - 22 / -18,27.222222
-43 - -21 % -39,-22
18 + 21 - 31,8
1 + 8 - -48,57
-19 % 14 / 38,0.236842
-29 * 24 - -31,-665
-3 / -7 * -17,-7.285714
32 % 26 % -39,-33
44 / 16 - 43,-40.250000
0 % 7 * 3,0
-22 + 43 / 13,-18.692308
-30 + 38 - 40,-32
-24 / -21 % 14,1.142857
31 - -33 * -23,-728
5 % 8 + 37,42
-37 / 20 - 45,-46.850000
-11 - -17 / -41,-11.414634
8 + -32 + -35,-59
33 + -5 + -43,-15
-10 % 43 % -48,-15
25 % 34 / -3,-8.333333
13 / -31 * 31,-13
25 % 18 * 29,203
6 * -37 - -43,-179
44 * 20 % 2,0
-39 + -42 + -2,-83
12 - 42 + -24,-54
39 % 9 % -8,-5
0 - -39 + 48,87
19 * -26 * 46,-22724
18 + 47 % -9,11
17 + 9 + -40,-14
7 - 39 - -22,-10
12 / 46 + -8,-7.739130
-37 * 26 * 45,-43290
-21 / 26 - 26,-26.807692
-45 + 37 * -13,-526
-33 * 28 / 43,-21.488372
-1 * 9 + -4,-13
1 - -38 / -16,-1.375000
44 / -35 * 44,-55.314286
-6 % 41 / -41,-0.853659
41 * -11 * -48,21648
-33 * -48 * -4,-6336
26 / 11 / -13,-0.181818
38 + -1 / 45,37.977778
0 % -27 % -28,0
-30 * 18 + -10,-550
46 + 37 + 9,92
42 % 14 % -35,0
39 + -30 * 14,-381
-34 - -43 % 30,-51
-14 % 4 % 40,2
-3 + 14 - 39,-28
-15 * 42 + 5,-625
21 + -7 * 21,-126
18 / 31 % 38,0.580645
-40 * 6 / 2,-120
-46 % 39 / -6,-5.333333
-33 + 36 * -26,-969
21 % -25 / -38,0.105263
21 / 4 * -17,-89.250000
-1 - -46 + 20,65
-44 - 32 + -31,-107
22 * -24 / 14,-37.714286
-20 % 34 - 0,14
37 + 8 * 46,405
37 * -21 % -14,-7
17 * 6 / 1,102
39 - -7 + 25,71
32 / -18 % -15,-1.777778
-7 * 1 + 31,24
-10 % 35 % 14,11
-38 - 4 * -14,18
32 % -25 - 37,-55
4 - -37 / 35,5.057143
-17 / -26 % 7,0.653846
-48 * 8 % 24,0
19 * 6 - -27,141
-13 % 9 - 10,-5
44 % 48 * -14,-616
-14 + 30 + -42,-26
7 / -49 / -36,0.003968
-16 + -46 / -3,-0.666667
23 % -44 + -49,-70
5 % -41 - -41,5
45 / 14 % 15,3.214286
30 + -30 % -48,0
14 + 9 + -25,-2
-5 * -48 * 48,11520
38 / -16 * -17,40.375000
-2 / -16 - 41,-40.875000
-17 - -15 % 22,-24
-3 * 35 * -45,4725
-38 / -31 / -5,-0.245161
8 % 8 / 26,0
21 % -37 / 27,-0.592593
2 / 19 * -36,-3.789474
28 - -46 - 23,51
-39 + -30 + 6,-63
40 / 3 + 49,62.333333
24 - 37 % 0,nan
-31 - -29 * 40,1129
-44 / 19 * 30,-69.473684
48 / -48 % 39,38
-7 % 48 % 38,3
14 * 30 / -30,-14
47 % -31 % 1,0
7 + -46 / -34,8.352941
-38 * -18 + 12,696
27 / -24 / 22,-0.051136
-2 % -44 - 21,-23
31 % -23 % 28,13
15 * 26 % -37,-17
-13 + 38 - 26,-1
47 + -31 / -23,48.347826
-14 + -15 - -32,3
40 % -33 / -46,0.565217
-45 + -14 + 37,-22
20 % 33 + 24,44
-45 + -47 % 23,-23
-41 * 36 % -5,-1
23 - -4 / 37,23.108108
-42 % 4 - -48,50
42 % 20 + 17,19
35 + 28 - 39,24
-1 / 14 + 23,22.928571
-3 * -33 - -8,107
-21 / -3 % -11,-4
-13 % 37 % 28,24
-32 - 22 / 47,-32.468085
-29 - -5 + -30,-54
2 + 8 / 24,2.333333
47 % 11 - -22,25
-48 * -36 * 9,15552
-33 / -46 * -49,-35.152174
-26 + 4 / -4,-27
-3 + -3 + -42,-48
-21 + 34 - 0,13
9 - -5 * 34,179
27 * -13 - -11,-340
28 + -23 / 27,27.148148
6 - 45 * 12,-534
48 - 23 + -37,-12
