Equation,Answer
-22 / -2 @ 29,0.153846
41 / -27 $ 13,-104
-24 $ -11 - 41,-52
-34 $ -28 + 41,13
-33 - -34 @ -22,-177
34 @ 32 - -6,-188
17 - 12 + 11,16
41 & -16 & 15,-0.042708
-2 % -10 - -2,0
-21 * 45 * -3,2835
13 * -12 @ -38,2626
15 & 28 % -37,-0.833333
9 $ 37 / -6,0
28 % 9 @ -21,28
-47 + 25 % 6,-46
-47 / 37 * -5,6.351351
33 - 25 & 24,0.166667
-44 # 45 & 25,-37.780000
-9 / -48 - 18,-17.812500
-31 % -35 @ -23,119
31 + 0 # 19,88
23 % 33 + 38,61
8 $ -14 $ 20,40
-46 & 25 % 9,-3.285714
13 @ -10 * -43,-1591
-4 @ 31 * 0,0
36 - -23 % -48,59
-38 + 6 + -24,-56
-44 @ 5 # -15,-311
-22 * 20 + -9,-449
-13 - -38 $ -38,38
39 @ -24 $ 25,25
-42 & -32 - -27,4.200000
17 # -23 $ 14,0
42 * 9 # -9,-3051
30 + -49 * -2,128
29 % 11 - -28,35
33 $ 14 @ -10,72
10 % 48 / -42,-0.238095
30 * -42 & 48,-13.125000
-8 / 21 - 28,-28.380952
-9 $ 46 & 12,-9.583333
-13 * -28 / -45,-8.088889
-39 & -39 @ 46,0.102094
13 / -37 $ 2,-10
44 % 37 * -24,-168
-27 * 42 * 15,-17010
48 / 31 - 1,0.548387
14 $ -18 - 4,14
42 - -41 - -33,116
-20 $ -20 @ 36,-1280
-15 * 6 * 21,-1890
10 % 24 - -27,37
43 * 18 % -20,-6
7 & -27 % 43,0.218750
34 & 6 $ -34,0.100000
35 % -33 # -31,837
-6 / -20 @ -24,-0.042857
24 & 38 $ -26,inf
15 / -30 / 8,-0.062500
3 # 12 & 49,0.765306
-39 % -18 @ 42,-39
-4 & 13 @ 38,0.009852
-3 - 44 % 17,-13
-32 - 34 & 34,-0.970588
-42 @ 37 & -43,1.662791
20 / 36 - -28,28.555556
37 @ 18 + 21,-106
8 @ -21 - -4,101
36 $ 16 - -1,17
44 $ 10 / -30,0
10 - 43 $ -11,-11
-2 @ -3 + -24,-7
-43 * -46 % 31,25
-30 & -29 * -43,-0.012029
21 * -38 * -3,2394
4 & 4 @ -21,0.019802
49 @ 0 / -26,1.884615
-38 - -5 % 25,-58
-29 + -25 @ -33,161
-49 * 18 - -31,-851
19 / 18 $ -44,1804
30 - -20 $ -14,0
-34 & 32 * -11,0.048295
41 & 16 / 19,24.343750
28 @ 32 - 40,-228
-26 * 16 - -23,-393
12 @ 12 & 30,-1.200000
-46 & 11 + -16,4.600000
30 * -19 + -49,-619
-7 # 25 % -12,-11
-12 $ 13 * 21,-6006
-40 & 35 - 35,-inf
-13 @ 9 & -21,0.761905
-24 % -49 + -2,-26
37 @ -43 # 12,2350
6 * 0 % -7,0
-30 # -46 - 0,1212
-23 / 9 # -28,-15.000000
44 - -40 - 49,35
16 % -15 % 3,1
-19 + -11 @ -33,157
-46 / 7 # -32,107.714286
26 / 33 @ 32,-0.134715
7 $ -6 @ -45,7623
5 % -10 % -3,-2
25 / -2 # 30,-297.500000
-9 # 30 - -30,-159
-35 / -16 * -22,-48.125000
33 * -31 $ 40,0
-42 - -26 * -40,-1082
17 @ 49 / 1,-262
45 / -32 $ -33,-792
28 # 41 / 39,33.307692
38 & 16 @ 9,-0.311475
-27 % -12 + 7,4
0 & -25 * -23,0
9 / -3 - -17,14
3 / 41 + -19,-18.926829
-14 * -36 / -23,-21.913043
10 # -33 - -28,-391
29 * -10 & 37,-3.918919
4 @ -23 * 0,0
-36 @ -20 / 35,3.885714
-41 + 4 # 29,166
-4 - -26 @ -29,-175
10 / -6 / -40,0.041667
-6 / -14 % 7,0.428571
38 & 5 % 22,3.800000
-37 # 25 + 44,-843
-3 / -44 % -45,-44.931818
30 @ 31 @ -26,315
-16 $ -5 & 39,-0.064103
18 / 15 + -41,-39.800000
-1 & -44 % 44,-inf
30 + -7 * 36,-222
-3 * -39 + 8,125
-4 $ 47 $ -36,-36
-23 % -32 % 33,10
15 % 17 @ -38,15
-30 $ -33 & -34,0.970588
42 + -11 / 49,41.775510
-7 + -38 * 19,-729
6 + 18 @ -8,28
-7 $ 13 @ 46,-8505
33 $ -27 / 2,0
-15 + 44 - 9,20
-26 / -13 & -14,-0.071429
-25 * 49 & 17,-36.029412
24 & 9 * -49,-0.027211
-31 + -36 - -36,-31
-5 # -27 + 24,73
-47 - 12 # -36,481
28 $ 26 * 8,1664
46 & -14 @ -6,0.522727
-18 / 38 # -14,-35.842105
-39 - 8 @ -40,-231
2 / -3 $ -13,-260
45 # -27 % -15,-6
-12 @ -19 & -28,-1.910714
27 * 27 $ -16,0
-10 # -2 # 12,88
4 * 9 % -23,-10
-3 # -37 + 5,2
-18 $ -31 + 13,-49
10 # -28 $ 49,0
-18 - 45 % 2,-19
15 % 44 + 39,54
18 + 19 + 37,74
41 $ 46 - 34,58
-33 / -25 + -45,-43.680000
16 $ -1 # -34,276
18 & 21 $ 11,0.818182
-11 + -42 + 33,-20
18 - 48 * 11,-510
-36 $ 0 @ 11,-110
-28 & -26 # 15,0.037736
-27 - -13 % -15,-14
-36 @ -46 * 3,798
21 @ 27 $ 40,0
16 @ -19 - -10,89
20 / -37 & -35,0.007722
-24 / 0 & 30,-inf
32 - -23 - -33,88
30 & 4 - -29,0.454545
-47 - 49 # -6,216
1 # -8 & -8,1.937500
-5 + -21 # -19,316
49 @ 15 % -37,-13
28 * -6 $ -22,-22
-12 - -10 / -11,-12.909091
-10 * 11 % 4,2
43 @ 47 & 48,-2.895833
-33 & -45 # -13,-0.032934
18 @ 3 - 0,-33
5 - 42 & 23,-0.804348
-37 / -44 % -31,-30.159091
21 / 10 @ -35,0.127273
-42 # -49 # 30,58029
42 - 19 % 17,40
40 $ -3 $ 17,inf
-36 / -5 % 0,nan
47 / 1 + 35,82
29 # -18 * 24,-13128
-5 @ -21 + -25,85
34 $ -48 - -31,79
-9 % -39 & 37,-0.121622
-38 / -29 * 6,7.862069
1 & 44 % 38,0.083333
-17 % 9 @ -11,29
-40 $ 23 @ -26,-214
-10 * 16 & 34,-2.352941
-33 $ 24 $ 46,-inf
-28 @ 40 & -48,1.791667
-9 % 7 @ 38,-9
7 # -35 - 15,-358
47 * -34 @ -41,11233
25 % -21 % 41,24
46 @ -34 - -20,144
48 & -20 $ -32,-0.375000
-42 & 46 * -33,0.013834
1 - -35 * 8,281
-16 # -40 + -43,461
-20 % -7 # 22,-72
-39 % -49 # 15,-579
-9 $ 4 - -14,14
-9 # -26 & 3,24.500000
32 # -22 @ 23,-3223
-6 - -31 & 42,0.297619
34 % -28 @ 18,-28
4 / -40 - -18,17.900000
26 & -2 # -35,-0.351351
32 * 18 + 34,610
17 % 8 @ 21,-96
26 $ -13 % 45,64
-29 * 25 * 38,-27550
0 - -31 + -8,23
-1 # -12 / -20,1.250000
34 $ -30 / -31,0.967742
39 / -43 / 49,-0.018510
-28 & -34 # 3,0.110236
12 @ 39 - 1,-208
16 % -3 @ 21,-86
10 $ 14 * -5,490
6 $ 20 + -5,75
-47 - 49 # -33,1620
42 # -35 % 46,31
47 % -49 & -39,0.025641
-33 % 14 % -9,0
49 $ 25 @ 24,290
0 & 16 @ 39,0
-38 / -1 $ 4,4
-30 $ -4 * 0,0
-35 $ -40 + -42,-122
4 / 3 @ 15,-0.051282
7 # 24 % -32,-9
-4 + 43 # 8,407
4 @ -2 % 15,6
0 / -45 % 47,0
3 / 42 @ 46,-0.011029
-9 + 33 / 7,-4.285714
18 / 37 % 30,0.486486
-24 * -40 * 1,960
-14 @ -8 * 9,486
15 & -26 * -26,0.011095
9 % -16 # -1,-3
40 $ 6 - 2,4
29 # -32 & 26,-19.134615
48 * -48 - 39,-2343
-29 * 31 * -45,40455
-42 + 10 & 4,-4
38 / -8 - 38,-42.750000
16 # 39 % 44,9
-17 # 2 @ -3,-199
42 * 6 & 14,9
-39 % -32 / -44,0.159091
-23 # -33 $ -38,0
11 # 44 @ 21,-2075
-37 $ 20 - 47,-47
-14 * -2 & -24,-0.583333
-24 / 26 $ -14,-224
25 $ 37 + -42,32
-16 # 36 / -16,30.250000
-31 * -43 @ 44,5487
-46 * -29 @ -20,-5934
49 * -8 - 0,-392
-11 $ 32 & -3,10.666667
45 + -27 # 41,-966
33 @ -42 @ 7,-212
-41 @ -38 @ -16,-151
-43 # 34 / 34,-41.264706
-23 @ 35 # 20,-3132
24 - -14 + 18,56
-12 / -6 $ -6,18
48 @ 32 @ -22,318
-27 + -38 & -24,1.354167
9 / -5 + 48,46.200000
1 # 46 @ -34,497
-29 + -33 + -36,-98
21 & 40 / -19,-4.987500
2 & 20 & -32,-0.000781
-1 & 15 $ -38,-0.006579
29 % 34 + 37,66
30 # 0 & 18,0.833333
-43 # 2 + -38,-161
9 @ -28 & -39,-1.679487
-18 & 36 - 46,0.900000
33 * 23 $ -4,0
-44 / -28 - -22,23.571429
9 / -8 / 41,-0.027439
30 @ -40 * -35,-5950
42 + -20 # 31,-505
-27 $ 16 @ 47,-2510
27 + -41 & 47,-0.148936
-38 / -49 / 23,0.033718
-40 @ -3 % -22,-11
32 $ 32 @ -25,279
-8 * 29 @ -40,-1368
-14 # -26 + -28,244
43 % 5 # -8,-45
33 & 48 # 45,0.007042
36 $ 29 @ -42,1086
32 % -18 & -27,0.074074
-47 % 4 * -36,-36
13 % -1 % 41,0
-49 * 22 / 7,-154
-6 / 7 / -2,0.428571
-45 % -26 & 21,-0.452381
-4 * -28 # -17,-1843
45 # 29 % -41,-39
-38 / 26 + 1,-0.461538
-39 # -28 + -42,927
-28 * -7 # -47,-9157
28 / -3 @ -33,0.166667
-1 - -5 $ -3,0
-34 / 32 $ -43,-1763
28 $ -1 + 34,34
-7 % 34 $ -20,0
0 + 46 - -7,53
-10 & 27 % -33,0.833333
21 + 24 & -48,-0.468750
10 * 20 % 12,8
-22 $ -13 - -30,17
13 & 30 % -14,-0.541667
47 + -49 $ -43,-946
31 @ 8 * 37,-2627
36 & 41 % 37,4.500000
8 % 27 - -8,16
-39 % 34 * 41,1189
-11 * -28 & 35,4.400000
32 $ 25 & 6,2.083333
12 @ -13 + -41,12
49 & -16 + -8,-1.020833
-15 - -4 $ -32,-96
13 * 24 @ 31,-2327
43 + -39 / 6,36.500000
46 * -15 % -31,-8
-49 $ -35 / -47,0
39 + -25 / -22,40.136364
-1 @ 31 * -19,2926
20 $ -7 + -38,-38
2 / 38 & -32,-0.000822
27 % 3 @ 43,-191
-15 % 39 % -10,-6
14 * 4 & -45,-0.622222
-31 + 15 @ -8,-6
-36 & 46 & -13,0.015050
-29 & 8 - -45,-0.273585
-21 % 11 / 4,0.250000
-8 & -16 - 47,0.063492
-32 - -4 - 39,-67
3 / 33 + -6,-5.909091
35 + 12 $ -31,0
10 $ 35 + 33,173
-9 @ -12 / 26,2.653846
2 & -37 % -38,-0.027027
35 * -26 & -16,28.437500
9 # -34 / 15,-26.600000
-14 + 24 & 29,0.172414
14 @ 8 * -19,1026
32 * 2 % 41,23
35 / 45 # 48,182.111111
30 / -43 & 19,-0.018360
15 * -11 % -47,-24
36 - 42 * 44,-1812
46 # -32 - -35,-1487
47 - -18 * -44,-745
15 - 22 * 8,-161
43 / 17 + 4,6.529412
5 / 41 % -18,-17.878049
14 & 20 + -16,1.750000
38 @ -31 + 38,155
47 & -17 / -21,29.029412
37 @ 6 & 42,-0.797619
14 & 33 $ -2,inf
-39 / 42 * -43,39.928571
-32 * -40 & -17,-37.647059
19 / 19 % 9,1
-40 $ -43 $ 40,0
-17 / -14 # -23,-95.714286
20 / 34 # 10,36.470588
-29 / 6 - 44,-48.833333
-38 - -18 - -24,4
6 * -42 @ -28,1092
9 & -30 $ 15,-inf
36 & 46 % 32,1.285714
18 @ 5 % -39,-4
29 - 6 * -48,317
5 - -4 # 4,13
-46 / 16 $ 27,-243
2 & -25 & 43,-0.000465
-28 & 44 + -45,14
10 % -37 $ -30,-60
-19 $ -1 # 31,-183
-44 % -7 # -49,-51
-9 & 3 - -29,-0.140625
-44 & -40 # 9,0.058981
-30 % -12 & 12,-0.250000
-2 % 0 @ -45,223
-6 * -8 + -18,30
-10 * -26 $ 34,34
33 / 19 # 24,115.421053
42 # 2 @ 42,-9498
-30 * -25 * -44,-33000
-2 + 14 @ 41,-221
-34 # 35 @ 44,7871
38 $ -49 & -8,-3.062500
20 - 17 @ 17,122
-6 * 44 # -5,1041
44 / 35 + -5,-3.742857
-43 + 47 @ 48,-330
-12 + -21 * -38,786
29 - 0 / -35,29
-39 @ 36 + 10,-131
10 $ 6 + 46,52
-11 + -34 @ 37,-162
-47 # 28 # -45,56141
44 $ -38 / 25,0
-6 & -30 & 26,0.001923
48 $ 21 % -27,0
-42 @ -34 * 0,0
-27 $ 40 # -20,-25420
-2 @ 30 $ 0,0
-3 % -7 $ 5,-5
-39 * 33 @ 18,4797
17 % 36 @ -6,-1
-10 + 39 & -4,-3.625000
48 - 40 / -5,56
-5 & 32 / -7,0.546875
5 / -15 & -37,0.004505
23 & 18 * 0,inf
-47 $ 27 @ -48,-852
10 + -1 & -24,-0.187500
47 % 18 / 10,1.100000
10 + 29 + -45,-6
-18 & -12 % -1,-inf
-16 $ 32 $ -15,-15
-9 - -46 & -8,-2.312500
-36 % 44 # -39,-421
-29 * -18 / -47,-11.106383
-21 & -45 % 34,-0.456522
20 # -28 + 0,-624
-46 @ -41 $ -44,0
-2 + -43 $ -16,-16
7 & -28 + 38,0.350000
-2 / -40 / 9,0.005556
10 % 23 $ 15,30
-40 / -27 + 13,14.481481
45 / -5 @ -24,0.360000
34 & -26 / 20,-13.076923
4 - -12 $ -8,0
17 % 43 & 10,0.850000
25 % 7 - -7,11
-32 % 49 $ -23,23
-42 / -31 & 1,0.677419
8 * -12 / -15,6.400000
17 $ 38 # -8,4930
-30 $ 31 # 4,-835
34 * 38 - 32,1260
24 / 45 / -1,-0.533333
-15 % 33 - 7,11
-32 & -49 # -39,-0.009169
37 $ -36 * -33,39204
-38 # 47 $ 43,0
-37 * 34 / 6,-209.666667
39 - 35 / 45,38.222222
18 * -29 @ 27,-1908
9 - 20 @ 46,259
7 + 20 # 23,556
38 $ 19 * -25,5700
30 * 7 @ -9,1140
-35 $ -14 + -8,-22
32 % -14 % -32,-10
42 $ -38 + 6,6
7 @ 17 @ 37,-93
-11 * 43 + 47,-426
31 + -39 & 8,-0.500000
7 * -16 $ -26,-26
15 * -6 / -11,8.181818
-12 % 33 $ 21,21
-20 % -25 $ -32,-64
-47 $ 43 % -11,-1
-18 * -4 * -38,-2736
14 + -13 / 27,13.518519
-34 $ 10 - -41,41
-41 & 13 # -24,0.055256
-26 + 33 - -49,56
22 % 49 $ 8,8
0 $ -9 - -5,inf
-20 & -22 & 47,0.004836
-39 @ 33 + -48,-174
-25 @ -25 + -25,125
-47 @ 22 & -29,1.086207
6 # -49 # 28,-12531
-24 @ 45 $ 11,0
40 & 12 * 43,0.038760
-49 % -13 & -41,0.121951
-46 # -21 / 23,37.260870
1 $ 46 + -32,2084
9 & 28 # 43,0.003306
46 & -5 % 7,11.500000
12 / 26 & 31,0.007444
-23 - 42 $ -12,-12
5 / 30 / -15,-0.011111
0 % 13 + 1,1
-29 # -42 # -9,-8531
20 * -9 / 4,-45
-17 - 38 % 7,-20
-49 # -22 # 32,31875
-8 - 19 + 44,17
26 + 20 - -48,94
-38 + -1 % -24,-39
-12 # 22 @ 40,1986
39 % 49 % 19,1
16 $ -40 - 21,59
-33 / 29 & 24,-0.023707
25 % -35 - 49,-59
-3 & -37 % 47,-0.150000
44 $ 12 % -18,0
-16 # 23 @ 42,3013
-25 % 19 / 10,1.300000
-36 - 36 & 44,-0.818182
-3 # -49 $ 34,-374
17 % 23 - 15,2
32 + 0 % 22,32
-19 + -3 * -38,95
36 - 49 & -11,0.590909
47 / -34 # -43,-70.941176
25 / -30 @ 0,0.833333
39 * -28 @ -1,1287
-15 / 37 @ 4,0.263158
-46 * -7 - -32,354
43 / 44 & -4,-0.122159
6 @ -19 / 13,6.846154
23 & 1 / -14,-161
-13 & 45 - -31,-0.085526
-41 @ 31 / -38,3
-49 @ 47 * 22,-4092
7 @ -35 / -47,-3.574468
22 * 1 # 15,397
25 & 14 & 14,0.031888
20 / 14 % -40,-38.571429
5 @ 38 * -6,1170
44 & -14 * -36,0.043651
-48 @ -47 * 35,9905
4 % -2 * -8,0
1 * 48 / -49,-0.979592
21 & 16 # 10,0.050971
-26 @ 30 % 16,4
-36 / -8 - -34,38.500000
-5 @ -45 # -44,-10022
-30 # -3 / 8,6.375000
-5 * -49 - -32,277
26 - -48 + 19,93
7 $ -19 % 15,22
-14 % -35 + 23,9
34 # -24 # -5,3401
-41 @ 25 % -42,0
38 @ -26 % 27,11
31 / 29 # 32,131.275862
41 - 38 * -46,1789
30 # 41 / -43,-32.162791
-44 @ 20 * 24,-1344
-9 * -8 $ -3,0
36 & 5 / 49,176.400000
-45 / 42 / -31,0.034562
-37 $ -16 % 22,0
-8 + -45 % 40,27
23 / -12 & 27,-0.035494
21 $ 37 * -4,1036
-49 + -20 & 27,-1.277778
-37 & -40 - 0,0.462500
-15 - -31 / -3,-25.333333
48 @ 47 @ -49,528
0 $ 13 # 48,inf
42 * 28 + -7,1169
34 # -48 # -22,36516
-1 / -32 + 43,43.031250
44 - 34 & 47,0.106383
36 + 27 @ -27,144
39 * -41 - -16,-1583
5 / 40 % 49,0.125000
21 + -27 & -47,0.063830
-23 # -10 $ -41,0
-33 @ -14 % 9,4
-29 % -41 & 10,-1.450000
17 $ 27 $ 17,17
-43 $ -12 * 18,-1296
15 / -40 - 13,-13.375000
-38 $ -7 & 49,-0.071429
27 @ -18 - 20,43
-5 + -6 & 45,-0.122222
-36 & 25 # 39,-0.016115
-1 - 12 % 7,-6
13 $ -23 @ -41,4104
-34 % 7 + 46,47
43 + 34 / -15,40.733333
4 # 17 & 26,2.365385
17 * -47 # -42,32633
8 - 48 % 47,7
37 @ -3 & 28,-0.392857
30 % -13 # 33,-207
15 & 31 * 5,0.048387
-25 / -47 / 25,0.021277
